Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Maxima Broken Date/Price,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,2021-11-04,51.02,2022-05-11,40.56,134 days,2021-08-19/50.76,-20.50%,-20.50%,Rise by 2.51%,-20.50%,
Buy,2022-11-11,43.25,2023-09-21,34.52,224 days,2022-09-15/42.62,-20.18%,-20.18%,Rise by -4.88%,-40.69%,
Buy,2025-01-30,39.84,2025-01-30,39.84,0 days,2024-11-04/39.43,0.00%,0.00%,Rise by 0%,-40.69%,
