Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Sigma,Actual Rise/Fall wrt Entry,Return,Cum-Return
2020-12-01,216.14,2021-02-16,215.03,Buy,55 Days,-3.07,Rise by -0.59%,-0.51%,-0.51%
2022-03-01,239.63,2022-07-25,250.38,Buy,104 Days,-4.87,Rise by -0.3%,4.49%,3.97%
2022-10-03,235.34,2023-05-04,295.16,Buy,153 Days,-5.44,Rise by 4.85%,25.42%,29.39%
2023-09-01,280.94,2023-11-13,269.2,Buy,51 Days,-3.52,Rise by 1.36%,-4.18%,25.21%
2023-10-02,257.75,2023-12-18,290.23,Buy,55 Days,-4.77,Rise by 0.24%,12.6%,37.81%
2023-10-12,246.19,2023-12-08,285.53,Buy,41 Days,-3.1,Rise by 4.95%,15.98%,53.79%
2024-04-04,270.09,2024-08-08,271.19,Buy,90 Days,-3.18,Rise by 2.51%,0.41%,54.2%
2024-07-01,249.99,2024-09-19,293.85,Buy,58 Days,-5.99,Rise by 1.92%,17.54%,71.75%
2024-12-03,294.5,2025-02-14,308.55,Buy,53 Days,-3.1,Rise by 0.1%,4.77%,76.52%
