Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return,Signal Open Price
2023-12-27,478.0,2024-01-11,360.5,Sell,10 days,Fall by 24.580000%,24.58,
2024-01-02,350.0,2024-01-12,480.9,Sell,7 days,Fall by 10.000000%,-37.4,
2024-01-09,249.5,2024-01-12,480.9,Sell,2 days,Fall by 39.280000%,-92.75,
2024-01-31,257.0,2024-02-08,58.0,Sell,5 days,Fall by 84.240000%,77.43,
2024-02-01,288.0,2024-02-08,58.0,Sell,4 days,Fall by 87.850000%,79.86,
2024-06-14,106.0,2024-11-05,20.0,Buy,101 days,Rise by -76.420000%,-81.13,
2024-08-29,16.35,2024-10-31,24.1,Sell,44 days,Fall by -7.340000%,-47.4,
2024-09-17,17.8,2024-11-15,22.5,Sell,42 days,Fall by 1.400000%,-26.4,
2025-03-05,8.05,2025-03-11,6.3,Sell,3 days,Fall by 10.560000%,21.74,
2025-10-14,28.0,2025-10-14,28.0,Buy,0 days,Rise by -54.820000%,0.0,
2025-10-24,14.62,2025-10-24,14.62,Buy,0 days,Rise by -13.470000%,0.0,
