Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return
2021-06-25,45.07,2021-06-29,50.34,2021-04-26-2021-05-13,34.27-40.86,Sell,2 days,-11.69%,Fall by 14.48%,-11.69%
2021-07-09,45.53,2021-07-12,46.34,2021-05-13-2021-07-01,30.71-55.13,Sell,1 days,-1.78%,Fall by 15.06%,-13.47%
2021-07-21,46.77,2021-07-21,46.77,2021-05-13-2021-07-01,30.71-55.13,Buy,0 days,0.0%,Rise by 0%,-13.47%
2021-09-14,37.89,2021-09-20,35.17,2021-07-01-2021-08-19,38.15-50.27,Sell,4 days,7.18%,Fall by 5.03%,-6.29%
2021-11-02,41.3,2021-11-03,41.5,2021-07-01-2021-10-06,34.16-50.27,Sell,1 days,-0.48%,Fall by 12.77%,-6.78%
2021-11-22,41.49,2021-11-22,41.49,2021-10-06-2021-11-08,33.17-44.27,Buy,0 days,0.0%,Rise by 0%,-6.78%
2021-12-03,32.15,2021-12-08,35.05,2021-10-06-2021-11-08,33.17-44.27,Sell,3 days,-9.02%,Fall by 14.84%,-15.8%
2022-01-20,29.13,2022-01-21,27.35,2021-11-08-2021-12-29,29.62-42.28,Sell,1 days,6.11%,Fall by 12.39%,-9.69%
2022-06-15,20.11,2022-06-16,19.18,2021-11-08-2022-03-15,15.35-42.28,Sell,1 days,4.62%,Fall by 0.73%,-5.06%
2022-07-05,22.18,2022-07-06,20.83,2022-04-05-2022-05-12,13.75-22.44,Sell,1 days,6.09%,Fall by 8.59%,1.02%
2022-07-06,20.83,2022-07-14,21.05,2022-05-12-2022-06-27,11.67-24.43,Sell,6 days,-1.06%,Fall by 13.11%,-0.03%
2022-07-14,21.05,2022-07-14,21.05,2022-05-12-2022-06-27,11.67-24.43,Buy,0 days,0.0%,Rise by 0%,-0.03%
2022-07-25,19.33,2022-08-15,21.3,2021-07-01-2022-05-12,13.75-50.27,Sell,15 days,-10.19%,Fall by 11.78%,-10.22%
2022-09-22,18.35,2022-09-22,18.35,2022-06-27-2022-09-07,18.37-22.85,Sell,0 days,-0.0%,Fall by 0%,-10.22%
2022-11-21,10.02,2022-11-21,10.02,2022-04-05-2022-10-24,10.03-22.44,Sell,0 days,-0.0%,Fall by 0%,-10.22%
2022-12-12,12.49,2022-12-14,12.1,2022-08-11-2022-09-07,18.37-20.08,Sell,2 days,3.12%,Fall by 17.44%,-7.1%
2022-12-19,11.06,2022-12-22,11.29,2022-10-24-2022-12-05,8.38-14.03,Sell,3 days,-2.08%,Fall by 11.16%,-9.18%
2023-01-20,11.07,2023-01-27,12.71,2022-09-15-2022-10-24,10.03-21.25,Sell,5 days,-14.81%,Fall by 18.88%,-24.0%
2023-02-24,9.3,2023-03-01,8.83,2022-12-05-2023-01-06,10.39-12.59,Sell,3 days,5.05%,Fall by 6.57%,-18.94%
2023-04-24,8.29,2023-04-25,7.9,2023-01-27-2023-03-13,8.69-11.98,Sell,1 days,4.7%,Fall by 6.2%,-14.24%
2023-05-30,7.41,2023-06-05,7.67,2022-12-05-2023-05-02,7.75-12.59,Sell,4 days,-3.51%,Fall by -31.29%,-17.75%
2023-06-26,8.4,2023-06-26,8.4,2023-01-27-2023-06-01,7.64-11.98,Sell,0 days,-0.0%,Fall by 0%,-17.75%
2023-07-20,10.32,2023-07-20,10.32,2022-12-05-2023-06-01,7.64-12.59,Sell,0 days,-0.0%,Fall by 0%,-17.75%
2023-08-09,13.46,2023-08-11,12.9,2023-06-01-2023-08-04,7.0-16.18,Sell,2 days,4.16%,Fall by 16.05%,-13.59%
2023-08-11,12.9,2023-08-11,12.9,2022-08-11-2023-06-01,7.64-20.08,Sell,0 days,-0.0%,Fall by 0%,-13.59%
2023-08-18,10.67,2023-08-31,10.27,2022-10-24-2023-08-04,8.38-16.18,Sell,9 days,3.75%,Fall by 16.75%,-9.84%
2023-08-31,10.27,2023-08-31,10.27,2022-10-24-2022-12-05,8.38-14.03,Buy,0 days,0.0%,Rise by 0%,-9.84%
2024-01-16,6.55,2024-01-17,6.3,2023-12-01-2023-12-28,7.01-9.57,Sell,1 days,3.82%,Fall by 10.79%,-6.02%
2024-02-26,5.65,2024-02-28,5.43,2023-12-28-2024-02-05,5.48-9.12,Sell,2 days,3.89%,Fall by 11.97%,-2.13%
2024-03-19,5.19,2024-03-21,5.0,2023-05-23-2024-03-05,5.62-8.59,Sell,2 days,3.66%,Fall by 12.2%,1.53%
2024-05-13,5.41,2024-05-13,5.41,2022-12-05-2024-04-22,4.05-12.59,Sell,0 days,-0.0%,Fall by 0%,1.53%
2024-06-10,4.72,2024-06-11,4.46,2024-04-22-2024-05-15,3.61-6.05,Sell,1 days,5.51%,Fall by 6.73%,7.04%
2024-07-02,4.53,2024-10-07,6.79,2024-04-22-2024-05-15,3.61-6.05,Buy,69 days,49.89%,Rise by -24.3%,56.93%
2024-07-11,4.68,2024-07-19,4.46,2023-12-28-2024-04-22,4.05-9.12,Sell,6 days,4.7%,Fall by 12.78%,61.63%
2024-08-07,3.67,2024-08-12,3.76,2024-05-15-2024-06-28,4.36-5.21,Sell,3 days,-2.45%,Fall by 1.6%,59.18%
2024-08-27,4.0,2024-08-28,3.7,2024-07-03-2024-08-08,3.89-4.59,Sell,1 days,7.5%,Fall by -34.59%,66.68%
2024-10-07,6.79,2024-10-08,6.24,2024-08-08-2024-09-30,3.63-7.71,Sell,1 days,8.1%,Fall by 16.19%,74.78%
2024-10-23,5.19,2024-10-23,5.19,2024-04-22-2024-09-30,3.61-7.71,Buy,0 days,0.0%,Rise by 0%,74.78%
2025-01-15,4.1,2025-01-15,4.1,2024-08-08-2024-09-30,3.63-7.71,Buy,0 days,0.0%,Rise by 0%,74.78%
2025-02-07,4.24,2025-02-11,4.04,2024-12-09-2025-01-13,4.12-4.93,Sell,2 days,4.72%,Fall by -4.46%,79.5%
2025-03-06,4.24,2025-03-06,4.24,2024-09-30-2024-12-18,4.57-6.66,Sell,0 days,-0.0%,Fall by 0%,79.5%
2025-03-28,3.75,2025-04-02,3.8,2025-01-13-2025-03-12,4.01-5.49,Sell,3 days,-1.33%,Fall by -1.05%,78.17%
2025-05-06,3.92,2025-05-27,3.69,2023-05-23-2025-04-08,3.41-8.59,Sell,15 days,5.87%,Fall by 7.59%,84.03%
2025-05-19,4.04,2025-05-22,3.88,2024-02-16-2025-04-08,3.41-6.09,Sell,3 days,3.96%,Fall by 11.34%,87.99%
2025-06-11,3.74,2025-06-12,3.62,2024-12-09-2025-04-08,3.41-4.93,Sell,1 days,3.21%,Fall by 5.8%,91.2%
2025-07-01,3.51,2025-07-11,3.9,2025-03-12-2025-04-08,3.41-5.04,Sell,8 days,-11.11%,Fall by -14.1%,80.09%
2025-07-30,4.51,2025-07-30,4.51,2025-04-29-2025-06-23,3.45-4.18,Sell,0 days,-0.0%,Fall by 0%,80.09%
2025-09-03,6.32,2025-09-03,6.32,2023-03-30-2025-04-08,3.41-9.94,Sell,0 days,-0.0%,Fall by 0%,80.09%
2025-10-09,7.46,2025-10-10,6.71,2025-07-23-2025-08-14,4.51-4.87,Sell,1 days,10.05%,Fall by -8.05%,90.14%
2025-10-10,6.71,2025-10-10,6.71,2025-04-08-2025-10-02,3.02-8.02,Sell,0 days,-0.0%,Fall by 0%,90.14%
