Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Sigma,Actual Rise/Fall wrt Entry,Return,Cum-Return
2021-02-01,117.75,2021-08-03,142.63,Buy,131 Days,-4.89,Rise by 33.76%,21.13%,21.13%
2021-12-01,142.5,2022-02-22,173.12,Buy,59 Days,-4.03,Rise by 12.85%,21.49%,42.62%
2022-07-01,139.18,2022-12-06,160.47,Buy,112 Days,-4.79,Rise by 9.64%,15.3%,57.91%
2024-05-01,233.86,2024-06-24,245.66,Buy,38 Days,-3.29,Rise by 2.82%,5.05%,62.96%
2024-08-01,218.78,2024-10-23,257.82,Buy,59 Days,-5.08,Rise by -0.37%,17.84%,80.8%
2025-04-01,238.24,2025-04-01,238.24,Buy,0 Days,-8.84,Rise by 0%,0.0%,80.8%
2025-04-16,218.79,2025-07-15,274.9,Buy,64 Days,-3.06,Rise by 25.3%,25.65%,106.45%
