Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Maxima Broken Date/Price,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,2022-07-28,36.91,2023-05-10,59.31,204 days,2022-06-02/36.39,60.69%,60.69%,Rise by 13.79%,60.69%,
Buy,2023-10-16,72.22,2023-10-16,72.22,0 days,2023-08-09/69.7,0.00%,0.00%,Rise by 0%,60.69%,
