Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit,Signal Open Price
Sell,2019-12-26 - 2020-01-07,8 days,2020-01-14,16.62,2020-02-05,16.46,16 days,1.0%,Fall by 12.03%,1.0%,
Buy,2020-01-23 - 2020-01-29,4 days,2020-01-31,16.82,2020-03-12,14.62,29 days,-13.1%,Rise by 3.45%,-12.1%,
Sell,2020-02-20 - 2020-02-24,2 days,2020-03-02,15.56,2020-03-03,16.02,1 days,-3.0%,Fall by 27.96%,-15.1%,
Sell,2020-04-06 - 2020-04-09,3 days,2020-04-27,14.21,2020-05-05,13.93,6 days,2.0%,Fall by -48.98%,-13.1%,
Sell,2020-05-15 - 2020-05-20,3 days,2020-06-03,16.48,2020-06-09,16.42,4 days,0.4%,Fall by -28.46%,-12.7%,
Sell,2020-08-06 - 2020-08-10,2 days,2020-08-20,25.61,2020-08-24,24.6,2 days,3.9%,Fall by 10.07%,-8.8%,
Sell,2020-10-13 - 2020-10-21,6 days,2020-10-26,22.61,2020-10-30,21.99,4 days,2.7%,Fall by 6.9%,-6.1%,
Sell,2020-12-21 - 2020-12-28,5 days,2021-01-07,25.26,2021-01-11,23.21,2 days,8.1%,Fall by 7.68%,2.1%,
Buy,2021-01-19 - 2021-01-27,6 days,2021-01-29,24.99,2021-02-01,26.76,1 days,7.1%,Rise by 5.12%,9.1%,
Buy,2021-03-08 - 2021-03-25,13 days,2021-03-31,22.7,2021-05-11,25.67,29 days,13.1%,Rise by 15.37%,22.2%,
Sell,2021-04-19 - 2021-04-21,2 days,2021-04-26,24.3,2021-04-30,24.01,4 days,1.2%,Fall by 1.85%,23.4%,
Sell,2021-05-18 - 2021-06-01,10 days,2021-06-15,25.65,2021-06-21,24.08,4 days,6.1%,Fall by 10.49%,29.5%,
Buy,2021-06-22 - 2021-06-29,5 days,2021-07-01,24.11,2021-08-10,21.62,28 days,-10.3%,Rise by -10.33%,19.2%,
Buy,2021-07-20 - 2021-07-27,5 days,2021-07-29,23.72,2021-09-16,21.25,35 days,-10.4%,Rise by -3.54%,8.8%,
Buy,2021-08-10 - 2021-08-12,2 days,2021-08-16,22.1,2021-11-11,23.35,63 days,5.7%,Rise by 3.53%,14.5%,
Buy,2021-08-12 - 2021-08-20,6 days,2021-09-03,22.88,2021-09-20,20.59,11 days,-10.0%,Rise by -12.81%,4.5%,
Sell,2021-08-31 - 2021-09-01,1 days,2021-09-08,22.17,2021-09-14,22.1,4 days,0.3%,Fall by 10.01%,4.8%,
Buy,2021-09-21 - 2021-09-24,3 days,2021-09-30,20.52,2021-10-14,21.8,10 days,6.2%,Rise by 10.82%,11.0%,
Sell,2021-10-15 - 2021-10-20,3 days,2021-10-26,22.37,2021-10-27,22.29,1 days,0.4%,Fall by 9.25%,11.4%,
Buy,2021-12-01 - 2021-12-09,6 days,2021-12-13,20.61,2022-01-19,22.37,27 days,8.5%,Rise by 4.37%,19.9%,
Sell,2022-02-23 - 2022-02-24,1 days,2022-03-03,23.29,2022-03-08,24.45,3 days,-5.0%,Fall by 3.99%,14.9%,
Buy,2022-03-22 - 2022-03-29,5 days,2022-04-06,22.57,2022-04-13,23.75,5 days,5.2%,Rise by -11.25%,20.1%,
Buy,2022-06-30 - 2022-07-05,3 days,2022-07-07,17.75,2022-07-29,18.7,16 days,5.4%,Rise by 8.0%,25.5%,
Buy,2022-07-12 - 2022-07-14,2 days,2022-07-28,18.43,2022-08-31,16.58,24 days,-10.0%,Rise by -10.04%,15.5%,
Sell,2022-08-01 - 2022-08-08,5 days,2022-08-16,18.57,2022-08-23,17.62,5 days,5.1%,Fall by 11.79%,20.6%,
Sell,2022-09-14 - 2022-09-21,5 days,2022-09-26,16.92,2022-09-28,17.45,2 days,-3.1%,Fall by 0.65%,17.4%,
Sell,2022-11-08 - 2022-11-10,2 days,2022-11-16,19.74,2022-11-18,19.25,2 days,2.5%,Fall by 6.79%,19.9%,
Sell,2022-12-02 - 2022-12-09,5 days,2022-12-15,21.24,2022-12-20,22.23,3 days,-4.7%,Fall by 10.12%,15.3%,
Sell,2022-12-13 - 2022-12-20,5 days,2023-01-05,21.39,2023-01-13,22.33,6 days,-4.4%,Fall by 10.75%,10.9%,
Sell,2023-01-26 - 2023-02-02,5 days,2023-02-07,20.38,2023-02-10,20.24,3 days,0.7%,Fall by 9.72%,11.6%,
Buy,2023-02-13 - 2023-02-16,3 days,2023-02-21,20.07,2023-03-22,21.1,21 days,5.1%,Rise by 18.29%,16.7%,
Sell,2023-04-06 - 2023-04-14,6 days,2023-04-24,23.08,2023-04-26,22.83,2 days,1.1%,Fall by 9.62%,17.8%,
Buy,2023-05-15 - 2023-05-18,3 days,2023-05-22,21.67,2023-07-13,22.78,38 days,5.1%,Rise by 2.91%,22.9%,
Buy,2023-06-23 - 2023-06-29,4 days,2023-07-03,21.01,2023-07-12,22.15,7 days,5.4%,Rise by 8.09%,28.3%,
Sell,2023-07-14 - 2023-07-19,3 days,2023-07-24,22.33,2023-07-26,22.91,2 days,-2.6%,Fall by 7.93%,25.7%,
Sell,2023-08-29 - 2023-08-30,1 days,2023-09-06,21.24,2023-09-11,21.16,3 days,0.4%,Fall by 9.37%,26.1%,
Buy,2023-11-10 - 2023-11-13,1 days,2023-11-21,21.77,2023-11-28,22.92,5 days,5.3%,Rise by 2.48%,31.4%,
Sell,2023-11-28 - 2023-12-01,3 days,2023-12-06,21.93,2024-01-02,21.65,19 days,1.3%,Fall by 7.8%,32.7%,
Buy,2023-12-12 - 2024-01-11,22 days,2024-01-19,20.67,2024-04-08,25.4,56 days,22.9%,Rise by 3.48%,55.5%,
