Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Sigma,Actual Rise/Fall wrt Entry,Return,Cum-Return,Signal Open Price
2021-06-01,209.25,2021-07-30,244.37,Buy,43 Days,-3.85,Rise by 5.97%,16.78%,16.78%,
2021-12-06,199.09,2022-07-27,155.36,Buy,167 Days,-5.39,Rise by 3.13%,-21.96%,-5.18%,
2022-03-07,149.25,2022-07-27,155.36,Buy,102 Days,-3.53,Rise by 11.23%,4.09%,-1.09%,
2022-05-11,135.06,2022-07-27,155.36,Buy,55 Days,-3.37,Rise by 11.68%,15.03%,13.94%,
2022-06-01,138.5,2022-11-16,203.78,Buy,120 Days,-8.7,Rise by -10.4%,47.13%,61.08%,
2022-10-03,169.99,2022-11-16,203.78,Buy,32 Days,-3.35,Rise by 13.31%,19.88%,80.95%,
2023-02-01,200.74,2023-04-05,214.49,Buy,45 Days,-4.01,Rise by 8.44%,6.85%,87.8%,
2024-04-01,284.1,2024-10-28,213.5,Buy,150 Days,-4.31,Rise by -10.94%,-24.85%,62.95%,
2024-06-03,230.94,2024-11-20,220.65,Buy,122 Days,-5.47,Rise by 16.22%,-4.46%,58.5%,
2024-08-02,227.02,2024-11-20,220.65,Buy,78 Days,-4.9,Rise by 0.11%,-2.81%,55.69%,
2024-09-03,225.81,2024-10-28,213.5,Buy,39 Days,-4.86,Rise by -5.76%,-5.45%,50.24%,
2024-10-01,206.0,2024-11-20,220.65,Buy,36 Days,-4.12,Rise by 3.31%,7.11%,57.35%,
2025-04-02,208.07,2025-07-08,209.81,Buy,69 Days,-5.07,Rise by 2.27%,0.84%,58.19%,
2025-05-01,201.69,2025-06-27,210.24,Buy,41 Days,-3.52,Rise by 6.6%,4.24%,62.43%,
2025-08-01,189.18,2025-10-02,232.16,Buy,44 Days,-4.12,Rise by 16.9%,22.72%,85.15%,
