Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit,Signal Open Price
Buy,2019-12-14 - 2019-12-16,0 days,2019-12-19,7202.8442,2020-01-06,7769.2192,12 days,7.9%,Rise by 24.16%,7.9%,
Sell,2020-01-17 - 2020-01-19,0 days,2020-01-24,8445.4346,2020-01-25,8367.8477,0 days,0.9%,Fall by 41.14%,8.8%,
Sell,2020-02-09 - 2020-02-13,3 days,2020-02-17,9690.1426,2020-02-18,10141.9961,1 days,-4.7%,Fall by 11.26%,4.1%,
Buy,2020-03-01 - 2020-03-12,8 days,2020-03-14,5200.3662,2020-03-19,6191.1929,3 days,19.1%,Rise by 41.03%,23.2%,
Sell,2020-03-28 - 2020-04-02,3 days,2020-04-09,7302.0894,2020-04-12,6971.0918,1 days,4.5%,Fall by -17.8%,27.7%,
Sell,2020-04-28 - 2020-04-30,2 days,2020-05-10,8756.4307,2020-05-13,9269.9873,2 days,-5.9%,Fall by -0.39%,21.8%,
Buy,2020-06-13 - 2020-06-15,0 days,2020-06-23,9629.6582,2020-07-27,10990.873,24 days,14.1%,Rise by -2.09%,36.0%,
Sell,2020-08-01 - 2020-08-02,0 days,2020-08-08,11754.0459,2020-08-12,11584.9346,2 days,1.4%,Fall by 12.84%,37.4%,
Sell,2020-08-02 - 2020-08-10,5 days,2020-08-16,11892.8037,2020-08-17,12254.4023,0 days,-3.0%,Fall by 13.85%,34.4%,
Sell,2020-08-10 - 2020-08-17,5 days,2020-08-20,11878.3721,2020-08-23,11664.8477,1 days,1.8%,Fall by 13.75%,36.2%,
Sell,2020-10-11 - 2020-10-12,0 days,2020-10-17,11358.1016,2020-10-19,11742.0371,0 days,-3.4%,Fall by -59.0%,32.8%,
Sell,2020-10-21 - 2020-10-28,5 days,2020-11-02,13550.4893,2020-11-03,13950.3008,1 days,-3.0%,Fall by -33.27%,29.8%,
Sell,2020-11-05 - 2020-11-06,1 days,2020-11-15,15955.5879,2020-11-16,16716.1113,0 days,-4.8%,Fall by -13.18%,25.1%,
Sell,2020-11-13 - 2020-11-18,3 days,2020-11-27,17108.4023,2020-11-28,17717.4141,0 days,-3.6%,Fall by -5.56%,21.5%,
Sell,2020-11-25 - 2020-12-01,4 days,2020-12-05,19154.2305,2020-12-10,18264.9922,3 days,4.6%,Fall by -58.88%,26.2%,
Sell,2021-01-07 - 2021-01-08,1 days,2021-01-11,35566.6562,2021-01-12,33922.9609,1 days,4.6%,Fall by 14.44%,30.8%,
Buy,2021-01-23 - 2021-01-27,2 days,2021-01-29,34316.3867,2021-02-03,37472.0898,3 days,9.2%,Rise by 67.67%,40.0%,
Sell,2021-02-19 - 2021-02-21,0 days,2021-02-24,49705.332,2021-02-27,46188.4531,2 days,7.1%,Fall by -4.02%,47.0%,
Sell,2021-04-02 - 2021-04-10,5 days,2021-04-16,61572.7891,2021-04-17,60683.8203,0 days,1.4%,Fall by 10.96%,48.5%,
Sell,2021-05-09 - 2021-05-10,0 days,2021-05-16,46456.0586,2021-05-18,42909.4023,1 days,7.6%,Fall by 23.16%,56.1%,
Buy,2021-05-17 - 2021-05-19,2 days,2021-05-24,38705.9805,2021-05-29,34616.0664,4 days,-10.6%,Rise by -13.29%,45.6%,
Buy,2021-07-17 - 2021-07-20,1 days,2021-07-22,32313.1055,2021-07-24,34292.4453,1 days,6.1%,Rise by 53.33%,51.7%,
Buy,2021-08-04 - 2021-08-05,1 days,2021-08-13,47793.3203,2021-09-05,51753.4102,15 days,8.3%,Rise by 10.13%,60.0%,
Sell,2021-08-09 - 2021-08-11,2 days,2021-08-18,44801.1875,2021-08-19,46717.5781,1 days,-4.3%,Fall by -0.18%,55.7%,
Sell,2021-08-22 - 2021-08-23,0 days,2021-08-31,47166.6875,2021-09-01,48847.0273,1 days,-3.6%,Fall by 13.72%,52.1%,
Sell,2021-09-06 - 2021-09-07,1 days,2021-09-10,44883.9102,2021-09-12,46063.2695,0 days,-2.6%,Fall by -30.3%,49.5%,
Sell,2021-10-13 - 2021-10-15,2 days,2021-10-22,60692.2656,2021-10-25,63039.8242,1 days,-3.9%,Fall by 11.74%,45.6%,
Buy,2021-10-29 - 2021-11-01,1 days,2021-11-03,62970.0469,2021-11-08,67566.8281,3 days,7.3%,Rise by -10.61%,52.9%,
Sell,2021-11-09 - 2021-11-10,1 days,2021-11-13,64469.5273,2021-11-20,59697.1953,4 days,7.4%,Fall by 11.16%,60.3%,
Buy,2021-11-26 - 2021-12-04,5 days,2021-12-07,50700.0859,2022-01-05,43569.0039,21 days,-14.1%,Rise by 0.24%,46.3%,
Sell,2021-12-25 - 2021-12-27,0 days,2021-12-30,47178.125,2022-01-09,41911.6016,6 days,11.2%,Fall by 10.44%,57.4%,
Buy,2022-01-06 - 2022-01-10,2 days,2022-01-23,36276.8047,2022-01-29,38138.1797,4 days,5.1%,Rise by 22.88%,62.6%,
Buy,2022-01-23 - 2022-01-24,0 days,2022-02-04,41500.875,2022-02-07,43840.2852,1 days,5.6%,Rise by -10.66%,68.2%,
Sell,2022-02-06 - 2022-02-08,1 days,2022-02-12,42244.4688,2022-02-13,42197.5156,0 days,0.1%,Fall by 10.73%,68.3%,
Buy,2022-02-21 - 2022-02-24,3 days,2022-03-12,38904.0117,2022-03-16,41143.9297,2 days,5.8%,Rise by 22.01%,74.1%,
Buy,2022-03-13 - 2022-03-14,0 days,2022-04-02,45868.9492,2022-04-11,39521.9023,5 days,-13.8%,Rise by -12.94%,60.2%,
Sell,2022-03-27 - 2022-03-28,0 days,2022-03-31,45538.6758,2022-04-12,40127.1836,8 days,11.9%,Fall by 11.88%,72.1%,
Sell,2022-04-29 - 2022-05-04,3 days,2022-05-07,35501.9531,2022-05-13,29283.1035,4 days,17.5%,Fall by 14.61%,89.6%,
Buy,2022-05-09 - 2022-05-12,3 days,2022-05-20,29200.7402,2022-05-30,31726.3906,6 days,8.6%,Rise by -22.99%,98.3%,
Buy,2022-06-13 - 2022-06-18,4 days,2022-06-20,20599.5371,2022-07-07,21637.5879,13 days,5.0%,Rise by 5.49%,103.3%,
Buy,2022-06-22 - 2022-06-30,6 days,2022-07-04,20231.2617,2022-07-07,21637.5879,3 days,7.0%,Rise by 17.86%,110.3%,
Sell,2022-07-20 - 2022-07-30,7 days,2022-08-02,22978.1172,2022-08-03,22846.5078,1 days,0.6%,Fall by 11.83%,110.8%,
Sell,2022-08-14 - 2022-08-15,0 days,2022-08-19,20877.5527,2022-08-21,21534.1211,0 days,-3.1%,Fall by 9.77%,107.7%,
Buy,2022-09-07 - 2022-09-21,10 days,2022-09-23,19297.6387,2022-11-05,21282.6914,30 days,10.3%,Rise by 10.29%,118.0%,
Sell,2022-09-12 - 2022-09-13,1 days,2022-09-16,19772.584,2022-09-20,18890.7891,2 days,4.5%,Fall by 19.68%,122.5%,
Buy,2022-10-14 - 2022-10-18,2 days,2022-10-22,19208.1895,2022-10-26,20770.4414,2 days,8.1%,Rise by 10.8%,130.6%,
Sell,2023-01-25 - 2023-01-29,2 days,2023-02-04,23331.8477,2023-02-07,23264.291,1 days,0.3%,Fall by 12.72%,130.9%,
Sell,2023-02-02 - 2023-02-16,10 days,2023-02-25,23175.375,2023-03-05,22435.5137,4 days,3.2%,Fall by 12.14%,134.1%,
Buy,2023-03-09 - 2023-03-10,1 days,2023-03-23,28333.9727,2023-04-11,30235.0586,13 days,6.7%,Rise by 7.59%,140.8%,
Sell,2023-03-21 - 2023-03-22,1 days,2023-03-25,27494.707,2023-03-28,27268.1309,1 days,0.8%,Fall by 0.79%,141.6%,
Sell,2023-03-22 - 2023-03-30,6 days,2023-04-03,27790.2207,2023-04-10,29652.9805,5 days,-6.7%,Fall by 1.85%,134.9%,
Sell,2023-04-12 - 2023-04-14,2 days,2023-04-17,29445.0449,2023-04-18,30397.5527,1 days,-3.2%,Fall by 10.56%,131.7%,
Sell,2023-05-05 - 2023-05-06,0 days,2023-05-09,27658.7754,2023-05-13,26784.0781,3 days,3.2%,Fall by 4.79%,134.8%,
Buy,2023-05-11 - 2023-05-12,1 days,2023-05-23,27225.7266,2023-06-21,30027.2969,21 days,10.3%,Rise by 12.74%,145.1%,
Buy,2023-06-14 - 2023-06-15,1 days,2023-06-27,30688.1641,2023-08-17,26664.5508,37 days,-13.1%,Rise by 2.57%,132.0%,
Sell,2023-06-22 - 2023-06-23,1 days,2023-07-05,30514.166,2023-07-08,30292.541,2 days,0.7%,Fall by 4.83%,132.7%,
Buy,2023-06-23 - 2023-07-03,6 days,2023-07-08,30292.541,2023-08-17,26664.5508,28 days,-12.0%,Rise by -1.74%,120.8%,
Buy,2023-07-22 - 2023-07-24,0 days,2023-07-26,29354.9727,2023-08-18,26049.5566,17 days,-11.3%,Rise by 1.4%,109.5%,
Buy,2023-08-27 - 2023-09-01,4 days,2023-09-03,25969.5664,2023-10-01,27983.75,19 days,7.8%,Rise by 4.78%,117.2%,
