Entry Date,Entry Price,Exit Date,Exit Price,Divergence Start Date,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Type,Signal Open Price
2016-02-07,12.53,2016-04-10,13.26,2016-01-31,Buy,9 Weeks,5.83%,Rise by 24.02%,5.83%,Normal Case,
2016-02-14,12.5,2016-05-15,14.48,2016-01-24,Buy,13 Weeks,15.84%,Rise by 24.32%,21.67%,Absolute Extrema Case,
2016-02-21,12.44,2016-05-15,14.48,2016-02-07,Buy,12 Weeks,16.4%,Rise by 24.92%,38.06%,Normal Case,
2016-05-01,14.58,2016-11-06,14.7,2016-04-24,Buy,27 Weeks,0.82%,Rise by 6.58%,38.89%,Normal Case,
2016-05-22,14.66,2016-11-06,14.7,2016-05-15,Buy,24 Weeks,0.27%,Rise by 4.57%,39.16%,Normal Case,
2016-06-19,15.27,2016-11-06,14.7,2016-06-05,Buy,20 Weeks,-3.73%,Rise by 0.39%,35.43%,Normal Case,
2016-06-26,15.01,2016-11-06,14.7,2016-06-19,Buy,19 Weeks,-2.07%,Rise by 2.13%,33.36%,Normal Case,
2016-08-21,15.12,2016-11-06,14.7,2016-08-14,Buy,11 Weeks,-2.78%,Rise by 1.39%,30.58%,Normal Case,
2016-08-28,14.87,2016-11-06,14.7,2016-08-21,Buy,10 Weeks,-1.14%,Rise by 3.09%,29.44%,Normal Case,
2016-09-11,14.65,2017-02-05,15.91,2016-09-04,Buy,21 Weeks,8.6%,Rise by 9.56%,38.04%,Normal Case,
2016-10-16,15.26,2017-02-05,15.91,2016-08-07,Buy,16 Weeks,4.26%,Rise by 5.18%,42.3%,Local Extrema Case,
2016-10-16,15.26,2017-02-05,15.91,2016-10-09,Buy,16 Weeks,4.26%,Rise by 5.18%,46.56%,Normal Case,
2017-01-01,15.84,2017-08-20,14.84,2016-12-25,Buy,33 Weeks,-6.31%,Rise by -10.86%,40.25%,Normal Case,
