Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Sigma,Actual Rise/Fall wrt Entry,Return,Cum-Return,Signal Open Price
2020-12-01,170.18,2021-05-13,171.13,Buy,117 Days,-5.64,Rise by 3.13%,0.56%,0.56%,
2021-03-02,162.41,2021-05-13,171.13,Buy,52 Days,-4.28,Rise by -0.46%,5.37%,5.93%,
2022-06-01,172.23,2022-11-18,162.79,Buy,122 Days,-6.62,Rise by 1.34%,-5.48%,0.45%,
