Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,2022-01-25,7.3400,2022-03-18,7.9300,38 days,8.04%,8.0381%,Rise by 0.14%,8.0381%,
Buy,2022-06-20,7.1850,2022-06-29,7.3800,7 days,2.71%,2.7140%,Rise by 4.66%,10.7521%,
Buy,2023-10-30,7.3700,2023-11-02,7.6800,3 days,4.21%,4.2062%,Rise by 17.1%,14.9584%,
Buy,2024-02-15,8.1600,2024-03-20,8.2700,24 days,1.35%,1.3480%,Rise by 2.51%,16.3064%,
Buy,2024-04-24,7.8700,2024-05-21,7.4200,19 days,-5.72%,-5.7179%,Rise by 0.0%,10.5885%,
Buy,2024-05-22,7.4200,2024-05-23,7.7300,1 days,4.18%,4.1779%,Rise by 5.59%,14.7664%,
Buy,2025-02-25,7.9900,2025-02-28,8.1800,3 days,2.38%,2.3780%,Rise by 2.25%,17.1444%,
