Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,2022-05-13,1119.8755,2022-05-17,1167.2023,2 days,4.23%,4.2261%,Rise by 15.34%,4.2261%
Buy,2022-07-08,1103.6307,2022-07-20,1155.1340,8 days,4.67%,4.6667%,Rise by 11.45%,8.8928%
Buy,2022-09-30,1097.3313,2022-10-07,1122.5292,5 days,2.30%,2.2963%,Rise by 10.68%,11.1891%
Buy,2023-01-30,1089.0243,2023-02-15,1122.3445,12 days,3.06%,3.0596%,Rise by 3.41%,14.2487%
Buy,2023-08-30,1209.0250,2023-09-08,1224.1000,7 days,1.25%,1.2469%,Rise by -2.6%,15.4956%
Buy,2023-09-26,1171.2500,2023-10-26,1113.2500,22 days,-4.95%,-4.9520%,Rise by 0.54%,10.5436%
Buy,2024-05-10,1407.4250,2024-05-17,1435.7000,5 days,2.01%,2.0090%,Rise by 7.31%,12.5526%
Buy,2024-08-07,1464.8250,2024-08-21,1498.6750,10 days,2.31%,2.3109%,Rise by 3.83%,14.8635%
Buy,2024-10-08,1397.3500,2024-11-04,1302.1500,19 days,-6.81%,-6.8129%,Rise by -10.4%,8.0506%
Buy,2025-07-23,1424.6000,2025-09-29,1372.8000,48 days,-3.64%,-3.6361%,Rise by 0.01%,4.4145%
