Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Maxima Broken Date/Price,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,2019-12-31,21.54,2020-12-31,38.66,262 days,2017-12-31/19.88,79.48%,79.48%,Rise by 308.08%,79.48%,
Buy,2025-11-03,87.9,2025-11-03,87.9,0 days,2020-12-31/38.66,0.00%,0.00%,Rise by 0%,79.48%,
