Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Maxima Broken Date/Price,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,2022-08-04,21.37,2022-09-30,16.86,41 days,2022-05-27/21.3,-21.10%,-21.10%,Rise by -10.72%,-21.10%,
Buy,2022-11-02,22.18,2024-07-09,36.1,439 days,2022-08-15/22.14,62.76%,62.76%,Rise by 3.43%,41.65%,
Buy,2024-12-17,31.43,2025-04-02,25.12,76 days,2024-09-26/31.3,-20.08%,-20.08%,Rise by -4.74%,21.58%,
Buy,2025-08-12,50.58,2025-10-20,83.76,49 days,2021-02-22/49.5,65.60%,65.60%,Rise by 73.78%,87.18%,
