Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit,Signal Open Price
Sell,2019-12-26 - 2019-12-27,1 days,2020-01-06,28703.3809,2020-01-07,28583.6797,1 days,0.4%,Fall by 1.56%,0.4%,
Buy,2020-02-27 - 2020-03-12,10 days,2020-03-19,20087.1895,2020-03-26,22552.1699,5 days,12.3%,Rise by 22.63%,12.7%,
Sell,2020-04-17 - 2020-04-29,8 days,2020-05-04,23749.7598,2020-05-08,24331.3203,4 days,-2.4%,Fall by -5.33%,10.2%,
Sell,2020-06-04 - 2020-06-08,2 days,2020-06-11,25128.1699,2020-06-15,25763.1602,2 days,-2.5%,Fall by -4.72%,7.7%,
Sell,2020-08-10 - 2020-08-11,1 days,2020-08-14,27931.0195,2020-08-17,27844.9102,1 days,0.3%,Fall by 4.18%,8.0%,
Sell,2020-10-09 - 2020-10-12,1 days,2020-10-15,28494.1992,2020-10-20,28308.7891,3 days,0.7%,Fall by -5.22%,8.7%,
Sell,2020-10-12 - 2020-11-09,20 days,2020-11-20,29263.4805,2020-11-24,30046.2402,2 days,-2.7%,Fall by -2.46%,6.0%,
Sell,2020-12-08 - 2020-12-09,1 days,2020-12-16,30154.5391,2020-12-22,30015.5098,4 days,0.5%,Fall by 0.57%,6.5%,
Sell,2021-01-12 - 2021-01-14,2 days,2021-01-25,30960.0,2021-01-26,30937.0391,1 days,0.1%,Fall by 0.12%,6.5%,
Sell,2021-02-10 - 2021-02-11,1 days,2021-02-26,30932.3691,2021-03-08,31802.4395,6 days,-2.8%,Fall by -8.58%,3.7%,
Sell,2021-03-16 - 2021-03-18,2 days,2021-03-23,32423.1504,2021-03-24,32420.0605,1 days,0.0%,Fall by -3.59%,3.7%,
Sell,2021-04-12 - 2021-04-16,4 days,2021-04-27,33984.9297,2021-04-30,33874.8516,3 days,0.3%,Fall by 2.04%,4.1%,
Sell,2021-05-07 - 2021-05-10,1 days,2021-05-13,34021.4492,2021-06-04,34756.3906,16 days,-2.2%,Fall by 2.15%,1.9%,
Sell,2021-07-27 - 2021-07-29,2 days,2021-08-04,34792.6719,2021-08-13,35515.3789,7 days,-2.1%,Fall by 2.73%,-0.2%,
Sell,2021-08-12 - 2021-08-16,2 days,2021-08-19,34894.1211,2021-09-13,34869.6289,17 days,0.1%,Fall by 3.01%,-0.1%,
Buy,2021-09-13 - 2021-09-14,1 days,2021-09-21,33919.8398,2021-10-22,35677.0195,23 days,5.2%,Rise by 7.41%,5.1%,
Sell,2021-11-04 - 2021-11-08,2 days,2021-11-11,35921.2305,2021-11-22,35619.25,7 days,0.8%,Fall by 5.29%,5.9%,
Sell,2021-12-29 - 2021-12-30,1 days,2022-01-07,36231.6602,2022-01-25,34297.7305,12 days,5.3%,Fall by 5.72%,11.2%,
Sell,2022-03-18 - 2022-03-22,2 days,2022-03-31,34678.3516,2022-04-13,34564.5898,9 days,0.3%,Fall by 9.88%,11.6%,
Sell,2022-03-29 - 2022-04-21,17 days,2022-04-26,33240.1797,2022-05-03,33128.7891,5 days,0.3%,Fall by 5.98%,11.9%,
Buy,2022-04-26 - 2022-05-02,4 days,2022-05-04,34061.0586,2022-06-13,30516.7402,28 days,-10.4%,Rise by -2.39%,1.5%,
Buy,2022-05-11 - 2022-05-12,1 days,2022-05-23,31880.2402,2022-08-12,33761.0508,59 days,5.9%,Rise by 7.13%,7.4%,
Sell,2022-05-31 - 2022-06-01,1 days,2022-06-08,32910.8984,2022-06-15,30668.5293,5 days,6.8%,Fall by 6.93%,14.2%,
Buy,2022-06-14 - 2022-06-17,3 days,2022-07-01,31097.2598,2022-07-29,32845.1289,20 days,5.6%,Rise by 9.82%,19.8%,
Sell,2022-07-21 - 2022-07-22,1 days,2022-08-05,32803.4688,2022-08-12,33761.0508,5 days,-2.9%,Fall by 10.8%,16.9%,
Sell,2022-08-01 - 2022-08-08,5 days,2022-08-18,33999.0391,2022-08-25,33291.7812,5 days,2.1%,Fall by 11.22%,19.0%,
Buy,2022-09-23 - 2022-09-30,5 days,2022-10-04,30316.3203,2022-10-25,31836.7402,15 days,5.0%,Rise by 14.1%,24.0%,
Sell,2022-10-25 - 2022-10-28,3 days,2022-11-17,33546.3203,2022-11-25,34347.0312,6 days,-2.4%,Fall by 2.35%,21.6%,
Sell,2022-11-25 - 2022-12-01,4 days,2022-12-06,33596.3398,2022-12-20,32849.7383,10 days,2.2%,Fall by 5.29%,23.8%,
Buy,2023-03-13 - 2023-03-15,2 days,2023-03-27,32432.0801,2023-04-28,34098.1602,24 days,5.1%,Rise by 4.93%,29.0%,
Sell,2023-04-03 - 2023-04-04,1 days,2023-04-20,33786.6211,2023-05-05,33674.3789,11 days,0.3%,Fall by 3.02%,29.3%,
Sell,2023-06-12 - 2023-06-13,1 days,2023-06-21,33951.5195,2023-06-27,33926.7383,4 days,0.1%,Fall by -0.44%,29.4%,
Sell,2023-07-26 - 2023-07-27,1 days,2023-08-03,35215.8906,2023-08-09,35123.3594,4 days,0.3%,Fall by 3.17%,29.7%,
Buy,2023-08-17 - 2023-08-24,5 days,2023-08-28,34559.9805,2023-12-11,36404.9297,75 days,5.3%,Rise by 1.0%,35.0%,
Buy,2023-09-25 - 2023-10-03,6 days,2023-10-05,33119.5703,2023-11-20,35151.0391,32 days,6.1%,Rise by 13.88%,41.1%,
Sell,2023-11-07 - 2023-11-08,1 days,2023-12-05,36124.5586,2023-12-06,36054.4297,1 days,0.2%,Fall by -3.16%,41.3%,
Sell,2023-12-13 - 2023-12-20,5 days,2024-01-17,37266.6719,2024-01-25,38049.1289,6 days,-2.1%,Fall by -1.26%,39.2%,
