Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,2011-04-24,1.83,2014-08-17,2.42,864 days,32.160000%,32.160000%,Rise by 1.620000%,32.160000%
Buy,2015-09-13,2.99,2018-01-14,3.31,609 days,10.390000%,10.390000%,Rise by 4.780000%,42.560000%
Buy,2020-03-29,4.0,2021-03-28,6.97,259 days,74.250000%,74.250000%,Rise by 27.630000%,116.810000%
Buy,2022-07-03,7.55,2022-07-03,7.55,0 days,0.00%,0.00%,Rise by 0%,116.810000%
