Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Open Price
2021-03-24,32.3,2021-03-24,32.3,2020-11-04-2021-03-03,31.6-38.4,Sell,0 days,-0.0%,Fall by 0%,0.0%,
2021-06-02,39.54,2021-06-09,38.0,2021-03-03-2021-05-19,30.64-40.13,Buy,5 days,-3.89%,Rise by -10.58%,-3.89%,
2021-07-21,33.62,2021-08-09,32.43,2021-05-19-2021-06-29,33.97-38.6,Sell,13 days,3.54%,Fall by 10.85%,-0.36%,
2021-08-11,32.66,2021-08-16,32.64,2021-05-19-2021-07-19,33.71-38.6,Sell,3 days,0.06%,Fall by 10.02%,-0.29%,
2021-08-19,30.96,2021-08-24,32.11,2021-03-03-2021-05-19,30.64-40.13,Sell,3 days,-3.71%,Fall by 9.97%,-4.01%,
2021-09-13,32.11,2021-09-14,32.27,2021-08-04-2021-08-20,31.14-34.76,Sell,1 days,-0.5%,Fall by 10.41%,-4.51%,
2021-10-29,31.71,2021-11-05,32.75,2021-09-03-2021-09-29,29.42-32.87,Sell,5 days,-3.28%,Fall by 9.31%,-7.79%,
2021-11-30,31.8,2022-04-21,38.09,2021-09-29-2021-11-16,28.83-35.08,Buy,102 days,19.78%,Rise by -10.11%,11.99%,
2022-01-07,30.01,2022-01-11,31.14,2021-11-16-2021-12-15,30.0-34.27,Sell,2 days,-3.77%,Fall by 5.91%,8.23%,
2022-03-03,36.02,2022-04-08,39.67,2021-11-16-2022-01-28,29.38-34.27,Sell,26 days,-10.13%,Fall by 10.08%,-1.91%,
2022-05-04,35.78,2022-05-04,35.78,2022-01-28-2022-04-18,28.87-41.61,Buy,0 days,0.0%,Rise by 0%,-1.91%,
2022-05-12,30.18,2022-06-02,33.35,2021-03-03-2022-04-18,30.64-41.61,Sell,15 days,-10.5%,Fall by 13.31%,-12.41%,
2022-06-03,32.56,2022-06-09,31.09,2022-01-28-2022-04-18,28.87-41.61,Sell,4 days,4.51%,Fall by 11.93%,-7.89%,
2022-06-09,31.09,2022-06-14,29.7,2022-04-18-2022-05-12,31.14-40.82,Sell,3 days,4.47%,Fall by 10.27%,-3.42%,
2022-06-23,28.91,2022-06-27,29.47,2021-09-29-2021-11-16,28.83-35.08,Sell,2 days,-1.94%,Fall by 10.89%,-5.36%,
2022-08-17,25.78,2022-08-17,25.78,2021-01-05-2022-07-25,25.42-38.06,Sell,0 days,-0.0%,Fall by 0%,-5.36%,
2022-09-19,24.42,2022-09-19,24.42,2021-11-16-2022-09-01,23.49-34.27,Sell,0 days,-0.0%,Fall by 0%,-5.36%,
2022-09-28,23.58,2022-10-14,22.72,2022-08-10-2022-09-01,23.49-26.87,Sell,12 days,3.65%,Fall by 0.18%,-1.71%,
2022-10-11,23.81,2022-10-11,23.81,2021-05-19-2022-09-26,22.55-38.6,Sell,0 days,-0.0%,Fall by 0%,-1.71%,
2022-11-02,23.25,2022-11-07,25.15,2022-08-10-2022-09-26,22.55-26.87,Sell,3 days,-8.17%,Fall by -9.98%,-9.89%,
2022-11-22,28.26,2022-11-22,28.26,2020-11-04-2022-09-26,22.55-38.4,Sell,0 days,-0.0%,Fall by 0%,-9.89%,
2022-12-08,29.41,2022-12-08,29.41,2021-01-05-2022-09-26,22.55-38.06,Sell,0 days,-0.0%,Fall by 0%,-9.89%,
2023-01-23,32.4,2023-02-03,30.32,2021-05-19-2022-09-01,23.49-38.6,Sell,9 days,6.42%,Fall by 10.98%,-3.47%,
2023-02-08,30.37,2023-02-08,30.37,2022-09-26-2023-01-25,21.52-33.34,Buy,0 days,0.0%,Rise by 0%,-3.47%,
2023-02-09,29.76,2023-02-15,28.79,2022-09-26-2023-01-25,21.52-33.34,Sell,4 days,3.26%,Fall by 7.33%,-0.21%,
2023-04-20,34.06,2023-05-16,33.01,2023-01-25-2023-03-09,27.33-32.26,Sell,18 days,3.08%,Fall by 10.18%,2.88%,
2023-05-18,31.88,2023-05-24,30.92,2022-09-26-2023-05-04,21.52-36.26,Sell,4 days,3.01%,Fall by 5.98%,5.89%,
