Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,2022-01-26,7.7650,2022-02-09,7.9900,10 days,2.90%,2.8976%,Rise by 3.8%,2.8976%
Buy,2022-05-17,7.7950,2022-05-19,8.1000,2 days,3.91%,3.9128%,Rise by 1.99%,6.8104%
Buy,2022-10-04,8.6850,2022-10-10,8.3300,4 days,-4.09%,-4.0875%,Rise by 0.63%,2.7229%
Buy,2022-10-11,8.3900,2022-10-17,8.0700,4 days,-3.81%,-3.8141%,Rise by 4.17%,-1.0912%
Buy,2024-05-15,10.5000,2024-05-16,10.8100,1 days,2.95%,2.9524%,Rise by 8.57%,1.8612%
Buy,2024-08-07,10.5400,2024-08-15,10.8000,6 days,2.47%,2.4668%,Rise by 17.65%,4.3280%
Buy,2024-12-13,12.0600,2024-12-17,12.3800,2 days,2.65%,2.6534%,Rise by -7.3%,6.9814%
Buy,2025-01-14,11.7400,2025-01-29,11.0300,11 days,-6.05%,-6.0477%,Rise by -4.77%,0.9337%
Buy,2025-01-31,11.2100,2025-02-25,10.3350,17 days,-7.81%,-7.8055%,Rise by -0.27%,-6.8718%
Buy,2025-03-06,10.5000,2025-04-07,9.3500,22 days,-10.95%,-10.9524%,Rise by 3.33%,-17.8242%
Buy,2025-04-08,9.6000,2025-04-14,10.2050,4 days,6.30%,6.3021%,Rise by 21.61%,-11.5221%
Buy,2025-06-03,10.4100,2025-06-17,10.8200,10 days,3.94%,3.9385%,Rise by 3.94%,-7.5836%
