Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,2012-08-12,22.79,2015-12-20,58.62,874 days,157.270000%,157.270000%,Rise by 24.780000%,157.270000%
Buy,2017-08-13,53.18,2018-01-28,57.99,119 days,9.040000%,9.040000%,Rise by 15.190000%,166.320000%
Buy,2018-07-08,48.98,2019-09-29,88.37,319 days,80.420000%,80.420000%,Rise by 40.060000%,246.740000%
Buy,2020-03-15,69.92,2021-06-20,109.7,329 days,56.890000%,56.890000%,Rise by 17.480000%,303.630000%
Buy,2022-01-30,97.21,2023-03-05,104.55,284 days,7.550000%,7.550000%,Rise by -10.040000%,311.180000%
Buy,2024-04-21,87.61,2025-03-16,98.11,234 days,11.980000%,11.980000%,Rise by -11.140000%,323.170000%
