Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return
2021-03-15,7.77,2021-03-17,7.8,2021-02-04-2021-02-23,7.79-8.355,Sell,2 days,-0.39%,Fall by 10.9%,-0.39%
2021-05-06,6.65,2021-05-12,6.35,2021-02-04-2021-04-15,6.55-8.355,Sell,4 days,4.51%,Fall by 5.04%,4.13%
2021-06-17,6.165,2021-06-24,6.225,2021-02-04-2021-05-19,6.35-8.355,Sell,5 days,-0.97%,Fall by 1.2%,3.15%
2021-07-08,6.3,2021-08-19,7.16,2021-02-04-2021-06-22,6.19-8.355,Sell,30 days,-13.65%,Fall by 9.08%,-10.5%
2021-09-15,6.72,2022-02-24,7.1,2021-06-22-2021-08-19,6.03-7.355,Buy,116 days,5.65%,Rise by 4.23%,-4.84%
2021-11-15,6.28,2021-11-18,6.24,2021-08-19-2021-10-27,6.335-6.63,Sell,3 days,0.64%,Fall by -7.37%,-4.21%
2021-12-20,7.1,2021-12-21,6.96,2021-08-19-2021-11-17,6.25-6.63,Sell,1 days,1.97%,Fall by 3.74%,-2.24%
2022-01-18,7.16,2022-02-24,7.1,2021-11-17-2021-12-29,6.175-7.28,Buy,27 days,-0.84%,Rise by 4.23%,-3.07%
2022-02-28,7.305,2022-03-11,7.42,2021-12-29-2022-01-27,6.895-7.125,Sell,9 days,-1.57%,Fall by 3.03%,-4.65%
2022-03-10,7.455,2022-03-11,7.42,2021-12-29-2022-02-16,6.74-7.125,Sell,1 days,0.47%,Fall by 3.03%,-4.18%
2022-03-29,7.295,2022-04-12,7.24,2022-02-16-2022-03-17,6.62-7.57,Buy,10 days,-0.75%,Rise by 2.21%,-4.93%
2022-04-26,7.29,2022-04-29,7.35,2022-03-17-2022-04-05,7.37-7.35,Sell,3 days,-0.82%,Fall by 6.8%,-5.76%
2022-07-04,7.3,2022-08-03,8.05,2022-04-14-2022-05-13,7.15-7.35,Sell,22 days,-10.27%,Fall by 7.89%,-16.03%
2022-08-12,7.775,2022-08-12,7.775,2022-03-17-2022-06-17,6.865-7.35,Sell,0 days,-0.0%,Fall by 0%,-16.03%
2022-08-17,7.94,2022-11-04,7.85,2022-06-17-2022-08-05,6.7-8.15,Buy,57 days,-1.13%,Rise by 5.73%,-17.16%
2022-11-08,7.81,2022-11-10,7.85,2022-08-05-2022-09-30,7.6-8.025,Sell,2 days,-0.51%,Fall by -3.18%,-17.67%
2022-11-10,7.85,2022-12-20,8.15,2022-06-17-2022-11-01,6.7-8.33,Buy,28 days,3.82%,Rise by 7.24%,-13.85%
2022-12-05,8.14,2023-01-04,8.29,2022-09-30-2022-11-01,7.4-8.33,Buy,22 days,1.84%,Rise by 5.43%,-12.01%
2023-02-24,8.18,2024-09-18,9.09,2022-06-17-2023-02-16,6.7-8.79,Buy,408 days,11.12%,Rise by -1.1%,-0.89%
2023-03-07,8.21,2025-09-17,9.44,2022-09-30-2023-02-16,7.4-8.79,Buy,661 days,14.98%,Rise by -0.85%,14.1%
2023-04-28,8.64,2023-04-28,8.64,2022-12-23-2023-03-14,7.86-8.35,Sell,0 days,-0.0%,Fall by 0%,14.1%
2023-05-02,8.675,2024-09-17,9.09,2023-03-14-2023-04-20,7.71-8.87,Buy,360 days,4.78%,Rise by -1.1%,18.88%
2023-05-08,8.65,2024-09-18,9.09,2022-02-16-2023-04-20,6.62-8.87,Buy,357 days,5.09%,Rise by -1.1%,23.97%
2023-05-26,8.23,2023-05-26,8.23,2021-11-17-2023-04-20,6.175-8.87,Buy,0 days,0.0%,Rise by 0%,23.97%
2023-06-12,8.3,2023-06-27,8.405,2023-04-20-2023-05-24,8.32-8.755,Sell,11 days,-1.27%,Fall by 3.27%,22.7%
2023-08-04,8.405,2023-08-07,8.515,2023-04-20-2023-07-07,8.27-8.755,Sell,1 days,-1.31%,Fall by 13.33%,21.39%
2023-08-07,8.515,2023-08-16,8.435,2023-07-07-2023-07-28,8.05-8.65,Buy,7 days,-0.94%,Rise by -12.51%,20.45%
2023-08-22,7.915,2023-08-24,7.99,2023-07-07-2023-07-28,8.05-8.65,Sell,2 days,-0.95%,Fall by 7.63%,19.51%
2023-09-06,7.71,2023-09-08,7.675,2023-03-14-2023-04-20,7.71-8.87,Sell,2 days,0.45%,Fall by 3.58%,19.96%
2023-09-11,7.38,2023-09-11,7.38,2022-09-30-2023-04-20,7.4-8.87,Sell,0 days,-0.0%,Fall by 0%,19.96%
2023-09-13,7.45,2023-09-15,7.61,2022-09-30-2022-11-01,7.4-8.33,Sell,2 days,-2.15%,Fall by 2.76%,17.81%
2023-10-16,7.53,2023-10-18,7.55,2023-06-21-2023-07-07,8.27-8.54,Sell,2 days,-0.27%,Fall by 0.26%,17.55%
2023-10-26,7.29,2023-10-26,7.29,2022-08-05-2023-10-04,7.5-8.025,Sell,0 days,-0.0%,Fall by 0%,17.55%
2023-11-10,7.48,2024-01-22,7.685,2023-06-21-2023-10-04,7.5-8.54,Sell,51 days,-2.74%,Fall by -1.5%,14.81%
2023-11-22,7.56,2023-11-22,7.56,2022-08-05-2023-10-31,7.21-8.025,Sell,0 days,-0.0%,Fall by 0%,14.81%
2023-12-21,7.75,2023-12-21,7.75,2022-12-23-2023-10-31,7.21-8.35,Sell,0 days,-0.0%,Fall by 0%,14.81%
2024-02-29,7.95,2024-09-18,9.09,2023-10-31-2024-02-19,7.035-8.19,Buy,144 days,14.34%,Rise by -1.1%,29.15%
2024-05-30,7.285,2024-06-24,7.6,2024-02-19-2024-05-13,7.24-7.93,Sell,17 days,-4.32%,Fall by -1.97%,24.82%
2024-09-26,8.79,2024-09-26,8.79,2024-05-13-2024-09-12,7.03-9.385,Buy,0 days,0.0%,Rise by 0%,24.82%
2025-01-29,8.75,2025-02-04,8.64,2024-09-12-2025-01-13,8.65-9.1,Sell,4 days,1.26%,Fall by 11.34%,26.08%
2025-02-05,8.6,2025-02-25,8.32,2024-11-29-2025-01-13,8.65-8.95,Sell,14 days,3.26%,Fall by 7.93%,29.33%
2025-02-24,8.5,2025-02-27,8.41,2025-01-13-2025-02-19,8.475-9.125,Sell,3 days,1.06%,Fall by 8.92%,30.39%
2025-02-28,8.36,2025-03-05,8.055,2021-06-22-2024-09-12,6.03-9.385,Sell,3 days,3.65%,Fall by 4.9%,34.04%
2025-03-17,7.78,2025-03-21,7.99,2023-07-07-2024-09-12,8.05-9.385,Sell,4 days,-2.7%,Fall by 3.63%,31.34%
2025-03-19,7.66,2025-05-28,8.09,2023-03-14-2024-09-12,7.71-9.385,Sell,50 days,-5.61%,Fall by -3.58%,25.73%
2025-04-03,8.04,2025-04-07,7.7,2021-06-22-2023-04-20,6.03-8.87,Sell,2 days,4.23%,Fall by -4.22%,29.96%
2025-04-09,7.8,2025-05-28,8.09,2025-02-19-2025-03-19,7.74-8.8,Sell,35 days,-3.72%,Fall by -3.58%,26.24%
2025-06-26,8.38,2025-07-25,8.46,2021-11-17-2024-09-12,6.175-9.385,Sell,21 days,-0.95%,Fall by -9.81%,25.29%
2025-07-25,8.46,2025-08-11,9.32,2025-05-05-2025-05-29,8.105-8.17,Sell,11 days,-10.17%,Fall by 0.32%,15.12%
2025-09-12,9.89,2025-09-12,9.89,2025-06-16-2025-07-23,8.46-8.56,Sell,0 days,-0.0%,Fall by 0%,15.12%
2025-09-24,9.42,2025-09-24,9.42,2025-03-19-2025-09-05,7.535-9.98,Buy,0 days,0.0%,Rise by 0%,15.12%
2025-10-06,9.43,2025-10-13,9.07,2025-09-05-2025-09-22,9.43-9.8,Sell,5 days,3.82%,Fall by -3.2%,18.94%
2025-10-16,9.11,2025-10-16,9.11,2025-01-13-2025-02-19,8.475-9.125,Buy,0 days,0.0%,Rise by 0%,18.94%
