Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Open Price
2015-11-30,3.095,2019-08-31,5.04,2013-12-31-2015-05-31,1.275-3.19,Buy,979 days,62.84%,Rise by 50.79%,62.84%,
2016-09-30,3.91,2016-10-31,3.655,2013-12-31-2016-08-31,1.275-4.65,Sell,21 days,6.52%,Fall by -7.25%,69.37%,
2017-09-30,3.92,2018-02-28,3.74,2013-12-31-2017-06-30,1.275-4.77,Sell,107 days,4.59%,Fall by -34.76%,73.96%,
2017-11-30,3.96,2018-02-28,3.74,2016-11-30-2017-06-30,3.49-4.77,Sell,64 days,5.56%,Fall by -34.76%,79.51%,
2018-04-30,4.045,2019-08-31,5.04,2016-11-30-2017-06-30,3.49-4.77,Buy,349 days,24.6%,Rise by 50.79%,104.11%,
2019-05-31,5.78,2019-07-31,5.525,2018-02-28-2019-05-31,3.67-6.385,Sell,43 days,4.41%,Fall by -11.49%,108.52%,
2019-08-31,5.04,2019-11-30,5.9,2013-12-31-2019-05-31,1.275-6.385,Sell,64 days,-17.06%,Fall by -4.41%,91.46%,
2019-11-30,5.9,2019-11-30,5.9,2016-11-30-2019-05-31,3.49-6.385,Buy,0 days,0.0%,Rise by 0%,91.46%,
2020-12-31,7.91,2021-03-31,7.08,2018-02-28-2020-09-30,3.67-9.39,Sell,64 days,10.49%,Fall by 10.03%,101.95%,
2021-03-31,7.08,2021-04-30,6.79,2013-12-31-2020-09-30,1.275-9.39,Sell,22 days,4.1%,Fall by -11.71%,106.05%,
2022-01-31,6.95,2022-01-31,6.95,2013-12-31-2020-09-30,1.275-9.39,Buy,0 days,0.0%,Rise by 0%,106.05%,
2023-12-31,7.86,2023-12-31,7.86,2021-06-30-2023-04-30,6.03-8.87,Buy,0 days,0.0%,Rise by 0%,106.05%,
2025-05-31,8.15,2025-05-31,8.15,2024-05-31-2024-09-30,7.03-9.385,Buy,0 days,0.0%,Rise by 0%,106.05%,
