Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,2015-06-21,2.08,2021-02-14,5.81,1474 days,179.330000%,179.330000%,Rise by 9.860000%,179.330000%
Buy,2021-10-17,4.84,2022-10-02,4.8,249 days,-0.720000%,-0.720000%,Rise by 1.760000%,178.600000%
Buy,2023-09-17,5.36,2023-09-17,5.36,0 days,0.00%,0.00%,Rise by 0%,178.600000%
