Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2020-05-13,21.92,2020-08-18,21.88,Sell,68 days,Fall by 2.140000%,0.18
2020-11-13,25.17,2020-12-11,26.2,Sell,19 days,Fall by 1.150000%,-4.09
2021-03-17,29.69,2021-04-21,30.1,Buy,24 days,Rise by 4.680000%,1.38
2021-04-20,31.08,2021-05-26,32.8,Buy,25 days,Rise by -0.260000%,5.53
2021-04-27,28.94,2021-05-04,30.92,Sell,4 days,Fall by -7.120000%,-6.84
2021-05-21,32.9,2021-06-04,33.2,Buy,9 days,Rise by 3.040000%,0.91
2021-07-08,31.79,2021-07-28,31.0,Sell,13 days,Fall by 2.490000%,2.49
2021-07-16,31.56,2021-08-23,33.5,Sell,25 days,Fall by -7.730000%,-6.15
2021-08-11,32.14,2021-08-25,34.81,Buy,9 days,Rise by 12.040000%,8.31
2021-12-22,39.17,2021-12-31,41.2,Buy,6 days,Rise by 5.180000%,5.18
2021-12-23,39.8,2022-01-05,42.49,Buy,8 days,Rise by 3.520000%,6.76
2021-12-29,41.5,2022-04-13,41.8,Buy,74 days,Rise by -0.720000%,0.72
2022-01-20,39.1,2022-01-28,38.9,Sell,5 days,Fall by 2.760000%,0.51
2022-01-26,38.85,2022-02-04,40.0,Buy,6 days,Rise by 6.050000%,2.96
2022-03-11,37.06,2022-03-22,39.3,Sell,6 days,Fall by -5.500000%,-6.04
2022-03-16,37.14,2022-03-22,39.3,Sell,3 days,Fall by -5.280000%,-5.82
2022-03-24,38.69,2022-03-30,41.0,Sell,3 days,Fall by -1.060000%,-5.97
2022-03-29,40.38,2022-04-06,41.29,Buy,5 days,Rise by 7.110000%,2.25
2022-04-07,42.88,2022-11-17,40.5,Buy,159 days,Rise by -4.500000%,-5.55
2022-04-13,41.8,2022-11-17,40.5,Buy,155 days,Rise by -2.030000%,-3.11
2022-06-13,39.99,2022-11-17,40.5,Buy,112 days,Rise by -1.450000%,1.28
2022-06-30,39.01,2022-07-14,38.51,Sell,9 days,Fall by 2.590000%,1.28
2022-09-12,40.15,2022-11-24,41.3,Buy,52 days,Rise by -3.260000%,2.86
2022-09-22,38.55,2022-11-17,40.5,Buy,39 days,Rise by 8.560000%,5.06
2022-10-03,37.3,2022-10-12,36.47,Sell,6 days,Fall by 4.420000%,2.23
2022-11-02,37.8,2022-11-16,40.39,Buy,9 days,Rise by 10.710000%,6.85
2022-11-14,40.5,2022-11-24,41.3,Buy,7 days,Rise by 14.320000%,1.98
2023-01-05,45.69,2023-04-11,45.64,Buy,67 days,Rise by -2.600000%,-0.11
2023-02-01,42.1,2023-02-10,44.45,Sell,6 days,Fall by -1.540000%,-5.58
2023-04-06,45.59,2023-11-13,36.54,Buy,156 days,Rise by -0.660000%,-19.85
2023-04-27,44.56,2023-05-04,44.05,Sell,4 days,Fall by 16.110000%,1.14
2023-08-10,35.5,2023-08-23,36.1,Sell,8 days,Fall by 1.940000%,-1.69
2023-08-22,34.05,2023-08-23,36.1,Sell,0 days,Fall by -2.230000%,-6.02
2023-10-05,34.95,2023-11-07,37.74,Buy,22 days,Rise by 10.440000%,7.98
2023-10-20,34.12,2023-11-03,37.08,Buy,9 days,Rise by 13.130000%,8.68
2023-11-15,38.6,2024-03-18,37.07,Buy,87 days,Rise by -4.150000%,-3.96
2024-01-24,36.65,2024-08-08,36.0,Buy,140 days,Rise by 2.590000%,-1.77
2024-01-30,37.5,2024-08-08,36.0,Buy,136 days,Rise by 0.270000%,-4.0
2024-02-14,36.91,2024-08-08,36.0,Buy,125 days,Rise by 1.870000%,-2.47
2024-03-25,34.58,2024-05-02,35.67,Sell,27 days,Fall by 1.680000%,-3.15
2024-03-27,33.85,2024-05-02,35.67,Sell,25 days,Fall by -0.440000%,-5.38
2024-06-13,32.4,2024-07-12,33.98,Sell,20 days,Fall by 1.700000%,-4.88
2024-08-02,36.6,2024-11-14,37.2,Buy,73 days,Rise by 3.220000%,1.64
2025-05-08,37.65,2025-05-15,39.75,Buy,4 days,Rise by 7.250000%,5.58
2025-08-28,32.55,2025-09-09,29.97,Sell,7 days,Fall by 11.370000%,7.93
