Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Spread,Actual Rise/Fall wrt Entry,Return,Cum-Return,Signal Open Price
2018-04-15,149.0,2018-04-22,158.45,Sell,4 Days,-16.67,Fall by 6.72%,-6.34%,-6.34%,
2018-06-17,175.02,2018-10-28,146.24,Buy,94 Days,23.08,Rise by 9.92%,-16.44%,-22.79%,
2021-01-24,338.96,2021-03-07,274.98,Buy,29 Days,8.07,Rise by -18.88%,-18.88%,-41.66%,
2021-10-03,229.33,2021-10-17,247.4,Sell,9 Days,-12.57,Fall by 0.23%,-7.88%,-49.54%,
2023-06-11,150.48,2023-11-26,181.7,Buy,119 Days,20.25,Rise by 14.32%,20.75%,-28.79%,
2025-01-19,485.53,2025-02-02,548.55,Sell,9 Days,-15.14,Fall by -9.59%,-12.98%,-41.77%,
2025-07-06,725.05,2025-07-06,725.05,Buy,0 Days,11.9,Rise by 0%,0.0%,-41.77%,
