Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,2022-05-31,45.5400,2022-10-31,26.2800,109 days,-42.29%,-42.2925%,Rise by -42.29%,-42.2925%,
Buy,2022-11-30,37.7900,2023-01-31,48.7500,44 days,29.00%,29.0024%,Rise by 46.6%,-13.2901%,
