Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,2022-02-28,53.7900,2022-03-07,48.8500,5 days,-9.18%,-9.1839%,Rise by -24.22%,-9.1839%,
Buy,2022-03-09,50.7500,2022-03-14,40.7600,3 days,-19.68%,-19.6847%,Rise by -11.63%,-28.8686%,
Buy,2022-07-15,41.4100,2022-07-19,43.1500,2 days,4.20%,4.2019%,Rise by 2.15%,-24.6667%,
Buy,2022-08-03,39.2200,2022-08-25,42.3000,16 days,7.85%,7.8531%,Rise by 7.85%,-16.8136%,
Buy,2022-10-26,27.8600,2022-11-04,30.8900,7 days,10.88%,10.8758%,Rise by 40.42%,-5.9378%,
Buy,2023-02-27,44.6100,2023-03-01,46.5500,2 days,4.35%,4.3488%,Rise by 11.9%,-1.5890%,
Buy,2024-07-29,45.6100,2024-08-08,47.7600,8 days,4.71%,4.7139%,Rise by 7.39%,3.1249%,
Buy,2025-01-13,46.9500,2025-01-15,48.8500,2 days,4.05%,4.0469%,Rise by 42.09%,7.1718%,
Buy,2025-04-09,56.2500,2025-04-14,59.0500,3 days,4.98%,4.9778%,Rise by 20.68%,12.1496%,
