Entry Date,Entry Price,Exit Date,Exit Price,Divergence Start Date,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Type,Signal Open Price
2021-06-20,384.18,2021-09-26,422.56,2021-06-13,Buy,14 Weeks,9.99%,Rise by 11.76%,341.79%,Normal Case,
2021-08-22,416.28,2021-12-12,460.04,2021-08-01,Buy,16 Weeks,10.51%,Rise by 10.51%,352.3%,Normal Case,
2021-09-19,418.87,2021-12-12,460.04,2021-08-29,Buy,12 Weeks,9.83%,Rise by 9.83%,362.13%,Normal Case,
2021-11-28,442.12,2022-04-17,384.18,2021-11-14,Buy,20 Weeks,-13.11%,Rise by -11.75%,349.03%,Normal Case,
2021-12-26,456.49,2022-04-17,384.18,2021-12-12,Buy,16 Weeks,-15.84%,Rise by -11.07%,333.19%,Normal Case,
2022-07-17,340.03,2023-01-01,319.41,2022-07-10,Buy,24 Weeks,-6.06%,Rise by -11.53%,327.12%,Normal Case,
2022-09-25,319.32,2023-01-01,319.41,2022-06-19,Buy,14 Weeks,0.03%,Rise by 8.73%,327.15%,Local Extrema Case,
2023-02-26,350.92,2023-07-02,442.16,2023-02-05,Buy,18 Weeks,26.0%,Rise by 28.97%,353.15%,Normal Case,
2023-03-26,371.92,2023-07-02,442.16,2023-03-05,Buy,14 Weeks,18.89%,Rise by 21.68%,372.04%,Normal Case,
2023-05-07,386.18,2023-08-06,435.43,2023-04-30,Buy,13 Weeks,12.75%,Rise by 17.19%,384.79%,Normal Case,
2023-05-14,385.55,2023-08-06,435.43,2023-04-23,Buy,12 Weeks,12.94%,Rise by 17.38%,397.73%,Normal Case,
2023-05-28,418.53,2023-08-06,435.43,2023-05-21,Buy,10 Weeks,4.04%,Rise by 8.13%,401.76%,Normal Case,
2023-09-03,446.67,2024-01-14,481.68,2023-08-13,Buy,19 Weeks,7.84%,Rise by -10.18%,409.6%,Normal Case,
2023-10-08,424.2,2024-01-14,481.68,2023-10-01,Buy,14 Weeks,13.55%,Rise by 24.54%,423.15%,Normal Case,
2023-10-15,423.04,2024-01-14,481.68,2023-09-24,Buy,13 Weeks,13.86%,Rise by 24.88%,437.01%,Normal Case,
2024-01-07,462.29,2024-03-24,528.28,2016-03-27,Buy,11 Weeks,14.27%,Rise by 14.27%,451.29%,Tangent Case,
2024-03-10,521.49,2024-08-04,534.05,2024-03-03,Buy,21 Weeks,2.41%,Rise by 15.19%,453.7%,Normal Case,
2024-04-14,514.68,2024-08-04,534.05,2024-03-24,Buy,16 Weeks,3.76%,Rise by 16.71%,457.46%,Normal Case,
2024-06-02,534.61,2024-08-04,534.05,2024-05-19,Buy,9 Weeks,-0.1%,Rise by 20.56%,457.36%,Normal Case,
2024-07-07,595.91,2024-11-24,621.58,2024-06-30,Buy,20 Weeks,4.31%,Rise by -10.53%,461.66%,Normal Case,
2024-08-11,535.64,2024-11-24,621.58,2024-04-21,Buy,15 Weeks,16.04%,Rise by 20.33%,477.71%,Local Extrema Case,
2024-10-13,600.44,2025-01-05,632.9,2024-09-29,Buy,12 Weeks,5.41%,Rise by 7.34%,483.11%,Normal Case,
2024-11-10,624.47,2025-02-09,621.05,2024-11-03,Buy,13 Weeks,-0.55%,Rise by -13.01%,482.57%,Normal Case,
2024-11-24,621.58,2025-02-09,621.05,2016-04-10,Buy,11 Weeks,-0.09%,Rise by -12.6%,482.48%,Tangent Case,
2024-12-15,640.43,2025-06-01,606.37,2024-12-08,Buy,24 Weeks,-5.32%,Rise by -10.08%,477.16%,Normal Case,
2024-12-22,631.61,2025-06-01,606.37,2024-12-01,Buy,23 Weeks,-4.0%,Rise by -10.86%,473.17%,Normal Case,
2024-12-29,635.5,2025-06-01,606.37,2024-12-15,Buy,22 Weeks,-4.58%,Rise by -11.41%,468.58%,Normal Case,
2025-02-02,616.61,2025-06-01,606.37,2016-04-17,Buy,17 Weeks,-1.66%,Rise by -11.9%,466.92%,Tangent Case,
2025-05-25,595.09,2025-08-31,697.02,2025-05-18,Buy,14 Weeks,17.13%,Rise by 33.29%,484.05%,Normal Case,
2025-06-22,628.48,2025-08-31,697.02,2025-06-15,Buy,10 Weeks,10.91%,Rise by 26.21%,494.96%,Normal Case,
2025-08-10,699.35,2025-08-10,699.35,2016-04-24,Buy,0 Weeks,0.0%,Rise by 0%,494.96%,Tangent Case,
2025-08-10,699.35,2025-08-10,699.35,2025-07-27,Buy,0 Weeks,0.0%,Rise by 0%,494.96%,Normal Case,
2025-10-12,736.33,2025-10-12,736.33,2025-09-28,Buy,0 Weeks,0.0%,Rise by 0%,494.96%,Normal Case,
