Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Exit Signal Date/Price[$],Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Next Two Target Price % from Latest Trading Price,"% Gain, Holding Period (days)","Current Trading Date/Price[$], Current Price vs Signal",Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],"Win Rate [%], History Tested, Number of Trades","Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Min Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Market Cap (USD),Symbol,Signal,Signal Date,SignalType
TRENDPULSE,"HDB, Long, 2025-04-30 (Price: 36.345)",Monthly,No Exit Yet,No Price Target,2025-12-07 (Min),9.9%/10.38%,"-2.55%, 7 days","2026-01-07 (Price: 33.2000), 8.65% below",39.0963 (Historic Rise or Fall to Pivot)/41.6368 (Avg % Gain of Historic Winning trades)/45.15 (Exit Rule)/39.24 (Horizontal)/40.717 (F-Stack 1)/47.4928 (F-Stack 2)/43.4214 (Backtested Max)/38.9255 (Backtested Min),2027-11-24 (Max)/2027-03-08 (Avg),26.75/25.82/32.7076/21.1884/No F-Track Level/No F-Track Level/31.43,"100.0%, Past 20 years, 12",No Information,No Information,No Information,No Information,No Information,2.55% below/7.89% above/2.55% below,19.47%/7.1%/14.56%,"-0.0%, 63.31%",1 day/5 days/1 day,10.0%,11.88%,-1.88%,1.34,0.59,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets),181.62B,HDB,Long,2025-04-30,portfolio_target_achieved
