Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,2014-10-26,24.02,2015-07-05,33.13,179 days,37.930000%,37.930000%,Rise by 57.990000%,37.930000%,
Buy,2015-08-30,26.77,2018-02-11,42.93,639 days,60.370000%,60.370000%,Rise by 21.960000%,98.290000%,
Buy,2018-09-02,31.3,2024-06-30,25.84,1519 days,-17.440000%,-17.440000%,Rise by -26.490000%,80.850000%,
