Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return
2011-01-31,7922.5,2011-02-28,7370.1001,2009-03-31-2010-11-30,2930.75-9853.4502,Sell,20 days,6.97%,Fall by 17.07%,6.97%
2013-05-31,7821.7998,2015-11-30,13248.7002,2009-03-31-2010-11-30,2930.75-9853.4502,Buy,651 days,69.38%,Rise by 19.57%,76.35%
2013-06-30,7342.3999,2013-07-31,6872.9502,2010-11-30-2011-12-31,6877.8999-8351.0498,Sell,22 days,6.39%,Fall by -94.92%,82.75%
2013-10-31,7534.7998,2015-11-30,13248.7002,2011-12-31-2013-01-31,6030.4502-8859.4004,Buy,542 days,75.83%,Rise by 19.57%,158.58%
2016-01-31,12469.0996,2016-01-31,12469.0996,2013-08-31-2015-08-31,6330.75-14237.5996,Sell,0 days,-0.0%,Fall by 0%,158.58%
2016-02-29,11558.7002,2016-03-31,12752.5996,2009-03-31-2015-08-31,2930.75-14237.5996,Sell,23 days,-10.33%,Fall by -12.54%,148.25%
2016-04-30,13195.2998,2016-04-30,13195.2998,2013-08-31-2015-08-31,6330.75-14237.5996,Buy,0 days,0.0%,Rise by 0%,148.25%
2018-02-28,19664.9004,2018-03-31,18757.0,2016-02-29-2018-01-31,11190.3496-21840.8496,Sell,22 days,4.62%,Fall by 8.54%,152.87%
2018-05-31,18903.3008,2022-01-31,30273.9492,2013-08-31-2018-01-31,6330.75-21840.8496,Buy,957 days,60.15%,Rise by -12.62%,213.02%
2018-09-30,17154.3496,2018-12-31,17875.5,2013-08-31-2018-01-31,6330.75-21840.8496,Sell,65 days,-4.2%,Fall by 10.93%,208.82%
2019-01-31,16904.75,2019-07-31,15921.2002,2009-03-31-2018-01-31,2930.75-21840.8496,Sell,129 days,5.82%,Fall by 26.49%,214.64%
2019-10-31,16818.9004,2019-10-31,16818.9004,2016-02-29-2018-01-31,11190.3496-21840.8496,Buy,0 days,0.0%,Rise by 0%,214.64%
2020-03-31,11703.75,2020-04-30,13502.0,2019-08-31-2020-01-31,14975.75-18495.9004,Sell,22 days,-15.36%,Fall by -109.03%,199.27%
2020-06-30,14704.0,2020-08-31,16682.6504,2018-01-31-2019-08-31,16056.5498-20649.8496,Sell,44 days,-13.46%,Fall by -69.18%,185.81%
2022-02-28,28223.4492,2022-06-30,26452.75,2020-03-31-2021-10-31,10749.9502-33243.5,Sell,88 days,6.27%,Fall by -13.54%,192.09%
2022-03-31,29692.3008,2022-05-31,28288.3496,2018-01-31-2020-03-31,17174.9004-20649.8496,Sell,43 days,4.73%,Fall by -6.17%,196.82%
2022-06-30,26452.75,2022-07-31,29634.25,2019-08-31-2021-10-31,14975.75-33243.5,Sell,21 days,-12.03%,Fall by -1.35%,184.79%
2022-08-31,31481.6992,2022-08-31,31481.6992,2020-03-31-2021-10-31,10749.9502-33243.5,Buy,0 days,0.0%,Rise by 0%,184.79%
2023-05-31,33761.3008,2023-05-31,33761.3008,2019-08-31-2021-10-31,14975.75-33243.5,Buy,0 days,0.0%,Rise by 0%,184.79%
2025-01-31,53712.1992,2025-02-28,47915.1992,2022-06-30-2024-09-30,25048.1504-60925.9492,Sell,20 days,10.79%,Fall by -24.86%,195.58%
2025-02-28,47915.1992,2025-04-30,54124.8984,2020-03-31-2024-09-30,10749.9502-60925.9492,Sell,43 days,-12.96%,Fall by -10.53%,182.62%
2025-05-31,57420.0,2025-05-31,57420.0,2022-06-30-2024-09-30,25048.1504-60925.9492,Buy,0 days,0.0%,Rise by 0%,182.62%
