Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Open Price
2021-03-12,24115.5996,2021-03-18,23129.8496,2021-01-13-2021-02-01,21624.4492-21849.0996,Sell,4 days,4.09%,Fall by -16.61%,4.09%,
2021-03-23,23808.4004,2021-03-23,23808.4004,2020-11-04-2021-03-04,17183.8008-24740.4492,Buy,0 days,0.0%,Rise by 0%,4.09%,
2021-04-19,23256.3496,2021-04-22,23432.6504,2021-03-04-2021-03-19,23449.1504-24171.6992,Sell,3 days,-0.76%,Fall by -13.07%,3.33%,
2021-10-01,30396.8496,2021-10-27,31125.5508,2021-08-04-2021-08-23,27460.9492-27883.9492,Sell,18 days,-2.4%,Fall by 5.17%,0.93%,
2021-11-02,31281.0508,2024-02-14,48331.8984,2021-08-23-2021-10-19,26683.9492-33243.5,Buy,596 days,54.51%,Rise by 4.24%,55.44%,
2021-12-20,28838.1992,2021-12-22,29659.0996,2021-10-19-2021-11-29,29775.4492-32000.0508,Sell,2 days,-2.85%,Fall by 0.99%,52.59%,
2022-01-25,29676.9004,2022-01-28,29804.9004,2021-10-19-2021-12-20,29570.25-32000.0508,Sell,3 days,-0.43%,Fall by 9.97%,52.16%,
2022-01-28,29804.9004,2022-09-21,31718.6992,2021-12-20-2022-01-18,28396.0996-32230.3008,Buy,168 days,6.42%,Rise by 0.77%,58.58%,
2022-02-24,26832.6504,2022-02-28,28223.4492,2021-12-20-2022-01-18,28396.0996-32230.3008,Sell,2 days,-5.18%,Fall by 5.01%,53.4%,
2022-03-07,26865.9004,2022-03-09,27785.5,2021-08-23-2021-10-19,26683.9492-33243.5,Sell,2 days,-3.42%,Fall by 3.51%,49.98%,
2022-04-20,30279.25,2022-04-21,30603.3008,2022-01-18-2022-03-07,27012.4492-31281.6504,Sell,1 days,-1.07%,Fall by 10.3%,48.91%,
2022-04-21,30603.3008,2022-04-21,30603.3008,2022-03-07-2022-04-11,26532.6504-31506.5508,Buy,0 days,0.0%,Rise by 0%,48.91%,
2022-06-10,27575.8008,2022-06-14,26715.6504,2022-04-11-2022-05-26,27392.6992-31298.0,Sell,2 days,3.12%,Fall by -19.13%,52.03%,
2022-06-16,26180.3496,2022-06-20,25292.9004,2022-03-07-2022-04-11,26532.6504-31506.5508,Sell,2 days,3.39%,Fall by -18.87%,55.42%,
2022-07-04,26769.5508,2022-07-29,29634.25,2022-01-18-2022-06-20,25957.9492-31281.6504,Sell,19 days,-10.7%,Fall by -1.46%,44.72%,
2022-08-26,31112.9492,2022-08-26,31112.9492,2021-08-04-2022-06-20,25957.9492-27883.9492,Sell,0 days,-0.0%,Fall by 0%,44.72%,
2022-09-21,31718.6992,2023-05-19,32550.3496,2022-06-20-2022-09-13,25048.1504-32603.25,Buy,172 days,2.62%,Rise by 18.78%,47.34%,
