Entry Date,Entry Price,Exit Date,Exit Price,Divergence Start Date,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Type
2015-12-27,2060.99,2016-05-08,2057.1399,2015-12-20,Buy,19 Weeks,-0.19%,Rise by 1.48%,-0.19%,Absolute Extrema Case
2016-05-15,2046.61,2016-09-04,2179.98,2016-05-08,Buy,16 Weeks,6.52%,Rise by 6.72%,6.33%,Normal Case
2016-05-29,2099.0601,2016-09-04,2179.98,2016-05-15,Buy,14 Weeks,3.86%,Rise by 4.05%,10.18%,Normal Case
2016-06-19,2071.22,2016-09-04,2179.98,2016-05-29,Buy,11 Weeks,5.25%,Rise by 5.45%,15.44%,Normal Case
2016-07-31,2173.6001,2017-01-01,2238.8301,2016-07-24,Buy,22 Weeks,3.0%,Rise by 9.64%,18.44%,Normal Case
2016-10-02,2168.27,2017-01-01,2238.8301,2016-09-25,Buy,13 Weeks,3.25%,Rise by 9.91%,21.69%,Normal Case
2017-01-15,2274.6399,2017-03-19,2378.25,2017-01-08,Buy,9 Weeks,4.56%,Rise by 4.77%,26.25%,Normal Case
2017-01-22,2271.3101,2017-07-09,2425.1799,2017-01-15,Buy,24 Weeks,6.77%,Rise by 7.39%,33.02%,Normal Case
2017-04-09,2355.54,2017-07-09,2425.1799,2017-03-26,Buy,13 Weeks,2.96%,Rise by 3.55%,35.98%,Normal Case
2017-04-23,2348.6899,2017-07-09,2425.1799,2017-04-16,Buy,11 Weeks,3.26%,Rise by 5.46%,39.23%,Normal Case
2017-05-14,2390.8999,2017-08-27,2443.05,2017-05-07,Buy,15 Weeks,2.18%,Rise by 3.59%,41.41%,Normal Case
2017-07-16,2459.27,2018-02-11,2619.55,2017-07-09,Buy,30 Weeks,6.52%,Rise by 16.82%,47.93%,Normal Case
2017-11-12,2582.3,2018-02-11,2619.55,2017-11-05,Buy,13 Weeks,1.44%,Rise by 11.25%,49.37%,Normal Case
2017-11-19,2578.8501,2018-02-11,2619.55,2015-12-06,Buy,12 Weeks,1.58%,Rise by 11.4%,50.95%,Tangent Case
2017-11-19,2578.8501,2018-02-11,2619.55,2017-10-29,Buy,12 Weeks,1.58%,Rise by 11.4%,52.53%,Normal Case
2018-03-04,2691.25,2018-07-01,2718.3701,2018-02-18,Buy,17 Weeks,1.01%,Rise by 8.86%,53.54%,Normal Case
2018-03-18,2752.01,2018-07-01,2718.3701,2018-02-25,Buy,15 Weeks,-1.22%,Rise by 6.46%,52.32%,Normal Case
2018-04-29,2669.9099,2018-07-01,2718.3701,2018-04-15,Buy,9 Weeks,1.82%,Rise by 9.73%,54.13%,Normal Case
2018-05-13,2727.72,2018-09-16,2904.98,2018-02-11,Buy,18 Weeks,6.5%,Rise by 7.4%,60.63%,Local Extrema Case
2018-05-27,2721.3301,2018-09-16,2904.98,2018-05-20,Buy,16 Weeks,6.75%,Rise by 7.66%,67.38%,Normal Case
2018-06-24,2754.8799,2018-09-16,2904.98,2018-06-10,Buy,12 Weeks,5.45%,Rise by 6.34%,72.83%,Normal Case
2018-08-19,2850.1299,2019-05-19,2859.53,2018-08-05,Buy,39 Weeks,0.33%,Rise by -15.21%,73.16%,Normal Case
2018-09-16,2904.98,2019-05-19,2859.53,2018-09-09,Buy,35 Weeks,-1.56%,Rise by -10.5%,71.59%,Normal Case
2019-03-17,2822.48,2019-05-19,2859.53,2019-03-10,Buy,9 Weeks,1.31%,Rise by 4.36%,72.91%,Normal Case
2019-03-24,2800.71,2019-08-11,2918.6499,2019-03-03,Buy,20 Weeks,4.21%,Rise by 8.04%,77.12%,Normal Case
2019-04-14,2907.4099,2019-08-11,2918.6499,2019-04-07,Buy,17 Weeks,0.39%,Rise by 4.07%,77.5%,Normal Case
2019-04-28,2939.8799,2019-08-11,2918.6499,2019-04-21,Buy,15 Weeks,-0.72%,Rise by 2.92%,76.78%,Normal Case
2019-05-05,2945.6399,2019-08-11,2918.6499,2019-04-28,Buy,14 Weeks,-0.92%,Rise by 2.72%,75.86%,Normal Case
2019-05-12,2881.3999,2019-08-11,2918.6499,2015-12-27,Buy,13 Weeks,1.29%,Rise by 5.01%,77.16%,Tangent Case
2019-07-28,3025.8601,2019-10-06,2952.01,2019-07-21,Buy,10 Weeks,-2.44%,Rise by 11.71%,74.72%,Normal Case
2019-08-18,2888.6799,2020-03-08,2972.3701,2019-08-11,Buy,29 Weeks,2.9%,Rise by 17.01%,77.61%,Normal Case
2019-10-27,3022.55,2020-03-08,2972.3701,2019-10-20,Buy,19 Weeks,-1.66%,Rise by 11.83%,75.95%,Normal Case
2019-12-08,3145.9099,2020-03-08,2972.3701,2016-01-17,Buy,13 Weeks,-5.52%,Rise by 7.45%,70.44%,Tangent Case
2019-12-15,3168.8,2020-03-08,2972.3701,2019-12-01,Buy,12 Weeks,-6.2%,Rise by 6.67%,64.24%,Normal Case
2020-02-02,3225.52,2020-05-17,2863.7,2020-01-12,Buy,15 Weeks,-11.22%,Rise by -28.54%,53.02%,Normal Case
2020-02-23,3337.75,2020-05-17,2863.7,2020-02-16,Buy,12 Weeks,-14.2%,Rise by -16.42%,38.82%,Normal Case
2020-04-26,2836.74,2020-06-28,3009.05,2020-04-19,Buy,9 Weeks,6.07%,Rise by 23.66%,44.89%,Normal Case
2020-05-17,2863.7,2020-09-20,3319.47,2020-04-26,Buy,18 Weeks,15.92%,Rise by 22.5%,60.81%,Normal Case
2020-06-28,3009.05,2020-09-20,3319.47,2020-06-14,Buy,12 Weeks,10.32%,Rise by 16.58%,71.12%,Normal Case
