Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Open Price
2015-06-30,3.56,2015-06-30,3.56,2011-12-31-2014-03-31,1.29-3.75,Buy,0 days,0.0%,Rise by 0%,0.0%,
2016-12-31,4.68,2017-03-31,5.17,2011-12-31-2016-09-30,1.29-5.62,Sell,64 days,-10.47%,Fall by -7.74%,-10.47%,
2017-06-30,4.75,2017-12-31,5.5,2014-12-31-2016-09-30,2.58-5.62,Sell,130 days,-15.79%,Fall by -1.27%,-26.26%,
2018-12-31,6.37,2019-06-30,5.57,2011-12-31-2018-06-30,1.29-8.0,Sell,129 days,12.56%,Fall by 2.15%,-13.7%,
2019-12-31,8.9,2022-09-30,10.78,2014-12-31-2018-06-30,2.58-8.0,Buy,718 days,21.12%,Rise by -11.04%,7.42%,
2020-03-31,5.45,2020-06-30,6.46,2014-12-31-2018-06-30,2.58-8.0,Sell,65 days,-18.53%,Fall by -66.87%,-11.11%,
2022-03-31,11.75,2022-06-30,9.6,2014-12-31-2021-09-30,2.58-15.69,Sell,65 days,18.3%,Fall by 8.33%,7.19%,
2022-06-30,9.6,2022-09-30,10.78,2020-03-31-2021-09-30,3.36-15.69,Sell,66 days,-12.29%,Fall by 11.04%,-5.1%,
2023-12-31,10.25,2023-12-31,10.25,2020-03-31-2021-09-30,3.36-15.69,Buy,0 days,0.0%,Rise by 0%,-5.1%,
2025-03-31,11.25,2025-09-30,10.68,2023-06-30-2024-12-31,8.04-13.44,Sell,131 days,5.07%,Fall by -8.61%,-0.04%,
2025-11-03,11.6,2025-11-03,11.6,2023-06-30-2024-12-31,8.04-13.44,Buy,0 days,0.0%,Rise by 0%,-0.04%,
