Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return
2014-07-31,3.13,2014-08-31,2.99,2011-11-30-2014-01-31,1.33-3.75,Sell,21 days,4.47%,Fall by -65.55%,4.47%
2014-12-31,2.77,2014-12-31,2.77,2011-11-30-2014-01-31,1.33-3.75,Buy,0 days,0.0%,Rise by 0%,4.47%
2016-12-31,4.68,2017-02-28,5.19,2011-11-30-2016-09-30,1.33-5.62,Sell,41 days,-10.9%,Fall by -17.73%,-6.42%
2017-06-30,4.75,2017-11-30,5.28,2014-10-31-2016-09-30,2.58-5.62,Sell,109 days,-11.16%,Fall by -15.72%,-17.58%
2017-08-31,5.12,2020-05-31,6.0,2011-11-30-2016-09-30,1.33-5.62,Buy,716 days,17.19%,Rise by 114.17%,-0.39%
2018-10-31,6.66,2018-12-31,6.37,2014-10-31-2018-06-30,2.58-8.0,Sell,43 days,4.35%,Fall by 13.03%,3.96%
2018-11-30,6.58,2018-12-31,6.37,2011-11-30-2018-06-30,1.33-8.0,Sell,21 days,3.19%,Fall by 13.03%,7.15%
2018-12-31,6.37,2019-01-31,6.11,2017-11-30-2018-06-30,4.6-8.0,Sell,23 days,4.08%,Fall by 10.8%,11.23%
2019-08-31,6.04,2020-05-31,6.0,2017-11-30-2018-06-30,4.6-8.0,Buy,194 days,-0.66%,Rise by 114.17%,10.57%
2020-02-29,7.82,2020-03-31,5.45,2019-06-30-2020-01-31,5.35-9.3,Sell,21 days,30.31%,Fall by -102.75%,40.88%
2020-03-31,5.45,2020-04-30,6.1,2017-11-30-2020-01-31,4.6-9.3,Sell,22 days,-11.93%,Fall by -57.38%,28.95%
2020-05-31,6.0,2020-07-31,7.85,2014-10-31-2020-01-31,2.58-9.3,Sell,44 days,-30.83%,Fall by -22.29%,-1.88%
2021-11-30,12.7,2022-01-31,12.2,2019-06-30-2021-08-31,5.35-15.69,Sell,44 days,3.94%,Fall by 21.31%,2.05%
2022-01-31,12.2,2022-01-31,12.2,2018-06-30-2020-03-31,8.03-7.25,Sell,0 days,-0.0%,Fall by 0%,2.05%
2022-08-31,11.05,2022-08-31,11.05,2019-06-30-2021-08-31,5.35-15.69,Buy,0 days,0.0%,Rise by 0%,2.05%
2023-01-31,9.77,2023-01-31,9.77,2017-11-30-2021-08-31,4.6-15.69,Buy,0 days,0.0%,Rise by 0%,2.05%
2023-06-30,9.59,2023-06-30,9.59,2020-03-31-2021-08-31,3.36-15.69,Buy,0 days,0.0%,Rise by 0%,2.05%
2025-03-31,11.25,2025-04-30,10.78,2023-04-30-2024-12-31,8.04-13.44,Sell,22 days,4.18%,Fall by -7.61%,6.23%
2025-06-30,11.25,2025-06-30,11.25,2023-04-30-2024-12-31,8.04-13.44,Buy,0 days,0.0%,Rise by 0%,6.23%
