Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit,Signal Open Price
Buy,2022-01-18 - 2022-01-28,8 days,2022-02-01,7.56,2022-02-03,6.79,2 days,-10.2%,Rise by -13.49%,-10.2%,
Sell,2022-02-10 - 2022-02-18,6 days,2022-02-24,7.94,2022-02-25,7.78,1 days,2.0%,Fall by 25.31%,-8.2%,
Sell,2022-03-01 - 2022-03-08,5 days,2022-03-11,6.54,2022-03-16,6.88,3 days,-5.2%,Fall by 16.36%,-13.4%,
Buy,2022-03-07 - 2022-03-08,1 days,2022-03-16,6.88,2022-03-17,7.44,1 days,8.1%,Rise by -10.47%,-5.2%,
Buy,2022-04-18 - 2022-04-22,4 days,2022-04-27,6.33,2022-05-03,5.47,4 days,-13.6%,Rise by -23.85%,-18.8%,
Buy,2022-05-12 - 2022-05-25,9 days,2022-05-27,4.03,2022-06-02,4.44,4 days,10.2%,Rise by -12.66%,-8.6%,
Sell,2022-08-08 - 2022-08-16,6 days,2022-08-19,4.65,2022-08-24,4.95,3 days,-6.5%,Fall by 11.83%,-15.1%,
Buy,2022-08-24 - 2022-09-02,7 days,2022-09-08,5.06,2022-09-12,5.51,2 days,8.9%,Rise by -10.87%,-6.2%,
Sell,2022-09-12 - 2022-09-15,3 days,2022-09-23,4.72,2022-10-04,4.92,7 days,-4.2%,Fall by 13.14%,-10.4%,
Buy,2022-09-27 - 2022-09-30,3 days,2022-10-04,4.92,2022-10-07,4.39,3 days,-10.8%,Rise by -10.98%,-21.2%,
Sell,2022-11-01 - 2022-11-08,5 days,2022-11-11,4.44,2022-11-15,4.91,2 days,-10.6%,Fall by 10.59%,-31.8%,
Buy,2022-11-22 - 2022-11-23,1 days,2022-12-01,4.36,2022-12-13,3.88,8 days,-11.0%,Rise by -10.32%,-42.8%,
Buy,2022-12-07 - 2022-12-13,4 days,2022-12-16,3.9,2023-01-05,3.48,14 days,-10.8%,Rise by -10.77%,-53.6%,
Sell,2022-12-08 - 2022-12-13,3 days,2022-12-22,3.86,2022-12-29,4.06,5 days,-5.2%,Fall by -8.03%,-58.8%,
Buy,2023-01-05 - 2023-01-06,1 days,2023-01-30,4.4,2023-01-31,4.65,1 days,5.7%,Rise by 21.36%,-53.1%,
Sell,2023-02-01 - 2023-02-03,2 days,2023-02-21,4.76,2023-02-23,4.89,2 days,-2.7%,Fall by 10.5%,-55.8%,
Buy,2023-03-03 - 2023-03-13,6 days,2023-03-16,4.61,2023-04-20,4.89,25 days,6.1%,Rise by 77.44%,-49.7%,
Sell,2023-04-03 - 2023-04-06,3 days,2023-04-17,4.55,2023-04-18,4.86,1 days,-6.8%,Fall by -67.47%,-56.5%,
Sell,2023-05-10 - 2023-05-16,4 days,2023-05-30,6.75,2023-06-02,6.97,3 days,-3.3%,Fall by -12.89%,-59.8%,
Sell,2023-06-06 - 2023-06-07,1 days,2023-06-14,7.35,2023-06-16,7.54,2 days,-2.6%,Fall by -3.67%,-62.4%,
Sell,2023-06-21 - 2023-06-28,5 days,2023-07-05,7.88,2023-07-07,7.78,2 days,1.3%,Fall by 10.28%,-61.1%,
Sell,2023-08-08 - 2023-08-16,6 days,2023-08-23,7.25,2023-08-30,7.04,5 days,2.9%,Fall by 6.07%,-58.2%,
Buy,2023-09-05 - 2023-09-07,2 days,2023-09-11,7.38,2023-10-11,7.84,22 days,6.2%,Rise by 19.65%,-52.0%,
Sell,2023-09-13 - 2023-09-14,1 days,2023-09-19,7.21,2023-09-22,6.85,3 days,5.0%,Fall by -8.88%,-47.0%,
Sell,2023-10-23 - 2023-10-24,1 days,2023-11-07,8.45,2023-11-09,8.26,2 days,2.2%,Fall by 4.26%,-44.7%,
Sell,2024-01-10 - 2024-01-16,4 days,2024-01-31,8.61,2024-02-01,9.01,1 days,-4.6%,Fall by -21.72%,-49.4%,
Sell,2024-02-09 - 2024-02-15,4 days,2024-02-21,10.09,2024-02-22,10.36,1 days,-2.7%,Fall by -3.87%,-52.1%,
Sell,2024-03-20 - 2024-03-21,1 days,2024-04-01,11.82,2024-04-04,11.79,3 days,0.3%,Fall by 11.34%,-51.8%,
Sell,2024-05-08 - 2024-05-15,5 days,2024-05-20,11.67,2024-05-21,12.02,1 days,-3.0%,Fall by 8.23%,-54.8%,
Sell,2024-05-30 - 2024-05-31,1 days,2024-06-05,11.71,2024-06-06,12.14,1 days,-3.7%,Fall by 8.54%,-58.5%,
Buy,2024-06-05 - 2024-06-11,4 days,2024-06-14,11.76,2024-06-25,12.5,7 days,6.3%,Rise by 15.48%,-52.2%,
Sell,2024-06-21 - 2024-06-24,1 days,2024-07-02,12.35,2024-07-05,12.82,3 days,-3.8%,Fall by 11.58%,-56.0%,
Sell,2024-07-11 - 2024-07-12,1 days,2024-07-18,13.11,2024-07-19,13.47,1 days,-2.7%,Fall by 18.31%,-58.7%,
Sell,2024-08-26 - 2024-09-03,6 days,2024-09-10,13.73,2024-09-11,14.28,1 days,-4.0%,Fall by 4.59%,-62.8%,
Sell,2024-10-28 - 2024-10-29,1 days,2024-11-01,14.34,2024-11-06,15.03,3 days,-4.8%,Fall by 12.62%,-67.6%,
Sell,2024-10-29 - 2024-11-12,10 days,2024-11-15,14.06,2024-11-21,13.4,4 days,4.7%,Fall by 14.65%,-62.9%,
Buy,2024-11-20 - 2024-12-03,9 days,2024-12-05,11.96,2024-12-18,10.4,9 days,-13.0%,Rise by -14.38%,-75.9%,
Sell,2025-02-06 - 2025-02-07,1 days,2025-02-12,13.64,2025-02-20,13.34,6 days,2.2%,Fall by 23.24%,-73.7%,
Sell,2025-04-28 - 2025-05-05,5 days,2025-05-16,13.05,2025-05-27,11.94,7 days,8.5%,Fall by 8.81%,-65.2%,
Buy,2025-05-23 - 2025-05-30,5 days,2025-06-03,11.99,2025-06-11,12.76,6 days,6.4%,Rise by 14.43%,-58.8%,
Sell,2025-07-02 - 2025-07-09,5 days,2025-07-21,12.89,2025-07-25,12.73,4 days,1.2%,Fall by 7.53%,-57.5%,
