Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return
2008-08-31,12.3,2008-09-30,8.63,2004-12-31-2008-03-31,3.0-19.3,Sell,21 days,29.84%,Fall by -378.56%,29.84%
2011-05-31,35.74,2011-06-30,31.83,2008-11-30-2011-04-30,3.07-45.5,Sell,22 days,10.94%,Fall by 7.32%,40.78%
2013-04-30,24.63,2013-06-30,20.61,2012-05-31-2012-11-30,23.11-41.18,Sell,43 days,16.32%,Fall by -4.08%,57.1%
2014-12-31,23.63,2020-12-31,53.16,2008-11-30-2011-04-30,3.07-45.5,Buy,1566 days,124.97%,Rise by 8.41%,182.07%
2016-08-31,33.24,2016-11-30,24.44,2016-01-31-2016-08-31,14.51-40.8,Sell,65 days,26.47%,Fall by 2.62%,208.54%
2017-01-31,28.77,2017-02-28,25.87,2011-04-30-2012-05-31,30.61-37.11,Sell,20 days,10.08%,Fall by 8.0%,218.62%
2017-10-31,26.77,2018-02-28,24.49,2011-04-30-2016-01-31,18.5-37.11,Sell,86 days,8.52%,Fall by 11.64%,227.14%
2018-11-30,20.86,2019-12-31,38.64,2016-01-31-2016-08-31,14.51-40.8,Buy,282 days,85.23%,Rise by 88.07%,312.37%
2020-05-31,59.32,2021-04-30,50.99,2012-05-31-2012-11-30,23.11-41.18,Buy,239 days,-14.04%,Rise by 16.59%,298.33%
2020-10-31,61.14,2020-11-30,50.13,2018-09-30-2020-08-31,19.87-76.69,Sell,20 days,18.01%,Fall by 4.89%,316.34%
2021-01-31,52.52,2021-02-28,45.52,2016-08-31-2018-09-30,23.04-32.5,Sell,19 days,13.33%,Fall by -4.75%,329.67%
2021-02-28,45.52,2021-04-30,50.99,2008-11-30-2020-08-31,3.07-76.69,Sell,44 days,-12.02%,Fall by 6.49%,317.65%
2021-05-31,57.27,2021-05-31,57.27,2012-05-31-2020-08-31,23.11-76.69,Buy,0 days,0.0%,Rise by 0%,317.65%
2021-12-31,54.28,2021-12-31,54.28,2016-01-31-2020-08-31,14.51-76.69,Buy,0 days,0.0%,Rise by 0%,317.65%
2022-03-31,59.45,2022-03-31,59.45,2018-09-30-2020-08-31,19.87-76.69,Buy,0 days,0.0%,Rise by 0%,317.65%
2022-05-31,52.24,2022-06-30,46.38,2021-03-31-2022-04-30,44.09-65.45,Sell,22 days,11.22%,Fall by -18.84%,328.87%
2022-11-30,52.5,2022-11-30,52.5,2008-11-30-2020-08-31,3.07-76.69,Buy,0 days,0.0%,Rise by 0%,328.87%
2023-09-30,55.12,2023-11-30,66.35,2022-09-30-2023-05-31,39.05-71.39,Sell,43 days,-20.37%,Fall by -21.94%,308.49%
2023-10-31,58.57,2023-11-30,66.35,2020-08-31-2022-09-30,45.41-64.42,Sell,22 days,-13.28%,Fall by -21.94%,295.21%
2023-12-31,65.37,2023-12-31,65.37,2022-09-30-2023-05-31,39.05-71.39,Buy,0 days,0.0%,Rise by 0%,295.21%
2024-02-29,55.93,2024-03-31,63.8,2021-03-31-2023-05-31,44.09-71.39,Sell,21 days,-14.07%,Fall by -26.82%,281.14%
2025-10-31,135.45,2025-10-31,135.45,2024-02-29-2025-10-31,52.15-160.44,Sell,0 days,-0.0%,Fall by 0%,281.14%
