Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,2021-12-02,19.4800,2021-12-07,20.1400,3 days,3.39%,3.3881%,Rise by 44.1%,3.3881%,
Buy,2022-06-24,27.7000,2022-07-05,24.9700,7 days,-9.86%,-9.8556%,Rise by -10.32%,-6.4675%,
Buy,2022-07-07,25.6200,2022-08-11,26.2300,25 days,2.38%,2.3810%,Rise by 1.91%,-4.0866%,
Buy,2022-09-08,24.6900,2022-09-09,25.3900,1 days,2.84%,2.8352%,Rise by 5.27%,-1.2514%,
Buy,2022-12-09,23.9200,2022-12-13,24.5800,2 days,2.76%,2.7592%,Rise by 5.14%,1.5078%,
Buy,2023-03-17,22.6800,2023-03-27,23.3900,6 days,3.13%,3.1305%,Rise by 7.89%,4.6383%,
Buy,2023-10-06,23.9200,2023-10-09,24.4200,1 days,2.09%,2.0903%,Rise by 1.96%,6.7286%,
Buy,2023-11-10,24.0400,2023-12-12,22.5700,22 days,-6.11%,-6.1148%,Rise by -5.95%,0.6138%,
Buy,2023-12-22,22.2300,2024-01-25,22.5100,24 days,1.26%,1.2596%,Rise by 1.71%,1.8734%,
Buy,2024-12-27,21.0800,2025-01-02,21.5900,4 days,2.42%,2.4194%,Rise by 7.54%,4.2927%,
Buy,2025-04-09,20.8900,2025-05-12,21.2600,23 days,1.77%,1.7712%,Rise by 3.35%,6.0639%,
