Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return
2021-01-13,137.26,2021-01-20,131.93,2020-11-04-2020-12-11,136.8-140.27,Sell,5 days,3.88%,Fall by 7.41%,3.88%
2021-03-02,123.9,2021-03-02,123.9,2020-11-04-2021-01-28,131.65-140.27,Sell,0 days,-0.0%,Fall by 0%,3.88%
2021-04-06,136.5,2021-04-06,136.5,2020-11-04-2021-03-04,124.77-140.27,Sell,0 days,-0.0%,Fall by 0%,3.88%
2021-06-03,135.85,2021-07-23,139.79,2021-03-04-2021-05-14,121.54-139.1,Buy,36 days,2.9%,Rise by 3.79%,6.78%
2021-07-27,140.85,2021-09-22,143.6,2021-05-14-2021-06-18,133.35-137.67,Sell,41 days,-1.95%,Fall by 2.97%,4.83%
2021-10-06,141.19,2024-05-29,161.65,2021-03-04-2021-09-13,121.54-147.23,Buy,690 days,14.49%,Rise by 4.27%,19.32%
2021-10-22,140.83,2021-12-02,147.26,2021-09-13-2021-10-04,140.4-144.85,Sell,29 days,-4.57%,Fall by -6.43%,14.76%
2022-02-16,158.01,2022-02-16,158.01,2021-10-04-2022-01-21,137.6-165.35,Buy,0 days,0.0%,Rise by 0%,14.76%
2022-04-19,159.41,2022-04-21,162.61,2022-01-21-2022-03-11,146.16-162.1,Sell,2 days,-2.01%,Fall by 10.8%,12.75%
2022-05-16,155.12,2024-06-27,166.62,2022-03-11-2022-04-21,143.03-164.9,Buy,553 days,7.41%,Rise by 2.55%,20.16%
2022-05-19,141.7,2022-05-24,147.63,2022-03-11-2022-04-21,143.03-164.9,Sell,3 days,-4.18%,Fall by 10.24%,15.98%
2022-06-14,133.84,2022-06-17,132.36,2021-10-04-2022-01-21,137.6-165.35,Sell,3 days,1.11%,Fall by -4.95%,17.08%
2022-07-13,145.7,2022-07-21,140.77,2022-04-21-2022-06-15,134.9-162.43,Sell,6 days,3.38%,Fall by 3.65%,20.47%
2022-08-04,144.65,2022-08-30,140.18,2021-04-20-2022-06-15,134.9-133.53,Sell,18 days,3.09%,Fall by 11.35%,23.56%
2022-09-08,137.86,2022-09-08,137.86,2022-06-15-2022-08-19,129.5-150.63,Buy,0 days,0.0%,Rise by 0%,23.56%
2022-09-29,128.7,2022-10-04,130.1,2022-06-15-2022-08-19,129.5-150.63,Sell,3 days,-1.09%,Fall by -15.15%,22.47%
2022-10-26,131.78,2022-10-26,131.78,2022-01-05-2022-10-10,124.25-163.4,Sell,0 days,-0.0%,Fall by 0%,22.47%
2022-10-31,134.67,2022-11-07,136.5,2021-03-04-2022-01-21,121.54-165.35,Sell,5 days,-1.36%,Fall by -0.47%,21.11%
2022-12-21,151.84,2022-12-21,151.84,2021-04-20-2022-10-10,124.25-133.53,Sell,0 days,-0.0%,Fall by 0%,21.11%
2023-01-27,140.57,2024-06-12,165.18,2022-10-10-2023-01-09,122.18-154.8,Buy,358 days,17.51%,Rise by 3.44%,38.62%
2023-03-01,137.66,2023-03-03,140.95,2023-01-09-2023-02-10,138.3-152.0,Sell,2 days,-2.39%,Fall by -3.16%,36.23%
2023-05-12,155.96,2023-08-17,152.11,2023-02-10-2023-04-21,135.83-158.11,Buy,69 days,-2.47%,Rise by 1.75%,33.76%
2023-06-29,149.38,2023-07-13,148.95,2023-04-21-2023-05-31,143.98-154.5,Sell,10 days,0.29%,Fall by -1.89%,34.05%
2023-08-24,152.54,2024-02-16,157.51,2023-05-31-2023-08-10,141.9-158.38,Buy,126 days,3.26%,Rise by 3.04%,37.31%
2023-10-25,150.6,2023-10-31,150.03,2023-09-15-2023-10-06,144.56-153.23,Sell,4 days,0.38%,Fall by 4.08%,37.68%
2023-11-10,151.41,2023-11-24,151.38,2023-04-21-2023-10-06,144.56-154.5,Sell,10 days,0.02%,Fall by 4.93%,37.7%
2023-12-12,145.94,2023-12-12,145.94,2023-10-06-2023-11-30,141.45-153.63,Buy,0 days,0.0%,Rise by 0%,37.7%
2024-01-09,149.3,2024-01-24,152.12,2023-11-30-2023-12-15,144.25-150.08,Sell,11 days,-1.89%,Fall by -2.31%,35.81%
2024-05-29,161.65,2024-05-31,164.54,2024-03-28-2024-04-19,158.18-161.7,Sell,2 days,-1.79%,Fall by 1.11%,34.03%
2024-08-28,169.06,2024-09-23,173.77,2024-06-24-2024-07-30,162.38-167.48,Sell,18 days,-2.79%,Fall by 3.83%,31.24%
2024-09-23,173.77,2024-09-23,173.77,2023-12-15-2024-09-10,142.5-177.94,Buy,0 days,0.0%,Rise by 0%,31.24%
2024-10-10,168.95,2024-10-10,168.95,2022-10-10-2024-09-10,122.18-177.94,Buy,0 days,0.0%,Rise by 0%,31.24%
2024-12-05,176.03,2024-12-05,176.03,2024-09-10-2024-11-06,166.04-175.91,Sell,0 days,-0.0%,Fall by 0%,31.24%
2024-12-12,170.85,2024-12-12,170.85,2024-11-06-2024-11-27,159.81-180.43,Buy,0 days,0.0%,Rise by 0%,31.24%
2025-01-06,160.6,2025-01-14,159.74,2021-03-04-2024-09-10,121.54-177.94,Sell,6 days,0.54%,Fall by -1.97%,31.78%
2025-01-10,158.56,2025-01-14,159.74,2024-11-06-2024-11-27,159.81-180.43,Sell,2 days,-0.74%,Fall by -1.97%,31.03%
2025-02-03,168.76,2025-02-04,168.13,2024-11-27-2025-01-10,161.21-178.73,Sell,1 days,0.37%,Fall by 5.79%,31.41%
2025-02-14,162.89,2025-03-18,167.71,2022-10-10-2024-11-27,122.18-180.43,Sell,22 days,-2.96%,Fall by 5.56%,28.45%
2025-02-21,170.23,2025-02-21,170.23,2024-05-21-2025-01-10,161.21-167.29,Sell,0 days,-0.0%,Fall by 0%,28.45%
2025-03-17,169.76,2025-03-18,167.71,2025-01-27-2025-02-18,165.76-166.11,Sell,1 days,1.21%,Fall by 5.56%,29.65%
2025-03-18,167.71,2025-03-18,167.71,2025-01-10-2025-03-10,157.47-179.99,Buy,0 days,0.0%,Rise by 0%,29.65%
2025-05-07,159.29,2025-05-07,159.29,2024-05-21-2025-04-24,160.96-167.29,Sell,0 days,-0.0%,Fall by 0%,29.65%
2025-06-06,164.02,2025-06-06,164.02,2024-09-10-2025-04-24,160.96-175.91,Sell,0 days,-0.0%,Fall by 0%,29.65%
2025-07-09,157.52,2025-07-11,157.05,2025-01-10-2025-03-10,157.47-179.99,Sell,2 days,0.3%,Fall by 4.19%,29.95%
2025-07-31,150.47,2025-07-31,150.47,2025-01-27-2025-07-15,154.05-166.11,Sell,0 days,-0.0%,Fall by 0%,29.95%
2025-08-27,156.96,2025-08-27,156.96,2025-01-27-2025-07-31,152.0-166.11,Sell,0 days,-0.0%,Fall by 0%,29.95%
2025-10-03,152.27,2025-10-03,152.27,2025-07-31-2025-09-17,149.91-161.67,Buy,0 days,0.0%,Rise by 0%,29.95%
2025-10-13,147.49,2025-10-15,147.42,2025-07-31-2025-09-17,149.91-161.67,Sell,2 days,0.05%,Fall by -2.0%,30.0%
2025-10-31,150.37,2025-10-31,150.37,2025-09-17-2025-10-13,149.43-158.43,Sell,0 days,-0.0%,Fall by 0%,30.0%
