Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Open Price
2021-02-24,42.66,2021-02-26,41.3,2021-01-12-2021-01-29,41.67-43.41,Sell,2 days,3.19%,Fall by 8.96%,3.19%,
2021-03-02,41.47,2021-03-02,41.47,2020-11-04-2021-02-17,36.88-46.42,Buy,0 days,0.0%,Rise by 0%,3.19%,
2021-04-13,37.81,2021-04-13,37.81,2020-12-04-2021-03-25,37.69-39.37,Sell,0 days,-0.0%,Fall by 0%,3.19%,
2021-06-04,41.66,2021-06-07,41.58,2021-04-29-2021-05-13,38.88-39.74,Sell,1 days,0.19%,Fall by 5.82%,3.38%,
2021-06-10,41.49,2021-06-10,41.49,2021-03-25-2021-05-28,37.43-42.23,Buy,0 days,0.0%,Rise by 0%,3.38%,
2021-07-02,39.51,2021-07-12,40.05,2021-05-28-2021-06-16,39.88-41.94,Sell,6 days,-1.37%,Fall by 9.36%,2.01%,
2021-07-27,36.3,2021-07-29,37.72,2021-03-25-2021-05-28,37.43-42.23,Sell,2 days,-3.91%,Fall by 0.85%,-1.9%,
2021-07-28,38.13,2021-07-29,37.72,2021-05-28-2021-07-08,39.22-41.94,Sell,1 days,1.08%,Fall by 0.85%,-0.82%,
2021-08-18,37.83,2021-08-18,37.83,2020-12-04-2021-07-27,36.5-39.37,Sell,0 days,-0.0%,Fall by 0%,-0.82%,
2021-12-31,39.09,2021-12-31,39.09,2021-07-27-2021-12-13,35.92-40.56,Buy,0 days,0.0%,Rise by 0%,-0.82%,
2022-02-16,36.71,2022-02-16,36.71,2021-10-26-2022-01-28,36.08-39.2,Sell,0 days,-0.0%,Fall by 0%,-0.82%,
2022-03-07,34.14,2022-03-14,32.07,2021-07-27-2021-12-13,35.92-40.56,Sell,5 days,6.06%,Fall by 11.19%,5.24%,
2022-04-08,33.12,2022-04-11,32.07,2021-10-26-2022-03-15,31.39-39.2,Sell,1 days,3.17%,Fall by 11.19%,8.41%,
2022-05-27,30.15,2022-05-27,30.15,2020-12-04-2022-04-26,28.72-39.37,Sell,0 days,-0.0%,Fall by 0%,8.41%,
