Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,2022-01-27,47.7000,2022-02-01,49.0000,3 days,2.73%,2.7254%,Rise by 12.03%,2.7254%,
Buy,2022-04-25,48.0800,2022-05-05,43.7500,8 days,-9.01%,-9.0058%,Rise by -15.64%,-6.2805%,
Buy,2022-05-06,43.9400,2022-06-10,39.5800,25 days,-9.92%,-9.9226%,Rise by -1.39%,-16.2031%,
Buy,2022-06-15,38.5300,2022-06-22,39.6400,5 days,2.88%,2.8809%,Rise by 11.42%,-13.3222%,
Buy,2022-09-27,39.0500,2022-09-28,41.7500,1 days,6.91%,6.9142%,Rise by 6.89%,-6.4080%,
Buy,2024-02-09,32.3100,2024-02-27,33.0300,12 days,2.23%,2.2284%,Rise by 8.79%,-4.1796%,
Buy,2024-10-08,38.2700,2024-10-11,39.1800,3 days,2.38%,2.3778%,Rise by 6.01%,-1.8017%,
Buy,2024-11-11,37.6200,2024-11-20,35.1300,7 days,-6.62%,-6.6188%,Rise by -2.95%,-8.4206%,
Buy,2025-04-03,40.0200,2025-06-10,41.0700,48 days,2.62%,2.6237%,Rise by 3.27%,-5.7969%,
Buy,2025-08-07,38.6200,2025-08-15,39.5800,6 days,2.49%,2.4858%,Rise by 11.34%,-3.3111%,
Buy,2025-10-30,40.61,2025-10-30,40.61,0 days,0.00%,0.00%,Rise by 0%,-3.31%,
