Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return
2011-08-31,39.97,2011-09-30,35.05,2009-03-31-2011-05-31,22.0-47.95,Sell,22 days,12.31%,Fall by -1.83%,12.31%
2012-08-31,38.06,2018-05-31,49.04,2009-03-31-2011-05-31,22.0-47.95,Buy,1499 days,28.85%,Rise by -10.5%,41.16%
2014-12-31,43.02,2018-05-31,49.04,2011-10-31-2014-06-30,33.23-49.25,Buy,891 days,13.99%,Rise by -10.5%,55.15%
2015-01-31,42.87,2015-08-31,40.8,2009-03-31-2014-06-30,22.0-49.25,Sell,150 days,4.83%,Fall by 10.56%,59.98%
2015-08-31,40.8,2015-09-30,39.05,2011-10-31-2014-06-30,33.23-49.25,Sell,22 days,4.29%,Fall by 6.56%,64.27%
2018-02-28,50.02,2018-06-30,47.25,2011-10-31-2018-01-31,33.23-53.74,Sell,87 days,5.54%,Fall by 11.2%,69.81%
2018-06-30,47.25,2018-10-31,43.89,2014-06-30-2016-01-31,38.86-47.62,Sell,87 days,7.11%,Fall by -2.19%,76.92%
2018-12-31,41.96,2019-02-28,45.83,2016-01-31-2018-01-31,34.47-53.74,Sell,43 days,-9.22%,Fall by 2.14%,67.7%
2019-02-28,45.83,2019-02-28,45.83,2011-10-31-2018-01-31,33.23-53.74,Buy,0 days,0.0%,Rise by 0%,67.7%
2019-07-31,45.95,2022-02-28,52.37,2016-01-31-2018-01-31,34.47-53.74,Buy,673 days,13.97%,Rise by -11.17%,81.67%
2020-03-31,37.65,2020-05-31,41.89,2018-12-31-2020-01-31,40.51-50.03,Sell,43 days,-11.26%,Fall by 1.12%,70.41%
2020-06-30,43.24,2020-11-30,50.73,2018-01-31-2018-12-31,45.3-50.24,Sell,109 days,-17.32%,Fall by 11.3%,53.08%
2021-11-30,54.68,2022-02-28,52.37,2018-01-31-2020-03-31,45.8-50.24,Sell,64 days,4.22%,Fall by 11.17%,57.31%
2022-02-28,52.37,2022-04-30,48.77,2020-03-31-2021-06-30,32.4-59.19,Sell,44 days,6.87%,Fall by 17.96%,64.18%
2022-04-30,48.77,2022-06-30,45.0,2016-01-31-2021-06-30,34.47-59.19,Sell,43 days,7.73%,Fall by -1.2%,71.91%
2022-09-30,40.01,2022-11-30,46.96,2018-12-31-2021-06-30,40.51-59.19,Sell,43 days,-17.37%,Fall by 3.02%,54.54%
2022-12-31,45.5,2022-12-31,45.5,2020-03-31-2021-06-30,32.4-59.19,Buy,0 days,0.0%,Rise by 0%,54.54%
2023-05-31,47.82,2023-05-31,47.82,2009-03-31-2021-06-30,22.0-59.19,Buy,0 days,0.0%,Rise by 0%,54.54%
2023-12-31,51.04,2024-09-30,57.22,2021-06-30-2022-10-31,42.41-56.92,Sell,195 days,-12.11%,Fall by -15.96%,42.43%
2025-03-31,55.45,2025-03-31,55.45,2023-10-31-2024-09-30,44.89-57.96,Buy,0 days,0.0%,Rise by 0%,42.43%
2025-06-30,60.94,2025-06-30,60.94,2022-10-31-2024-09-30,38.81-57.96,Buy,0 days,0.0%,Rise by 0%,42.43%
