Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Open Price
2021-03-02,55.31,2021-03-02,55.31,2020-11-04-2021-02-16,46.64-57.27,Buy,0 days,0.0%,Rise by 0%,0.0%,
2021-03-24,54.34,2021-03-29,55.29,2021-02-16-2021-03-05,54.84-56.91,Sell,3 days,-1.75%,Fall by -0.9%,-1.75%,
2021-06-22,57.55,2021-06-22,57.55,2020-11-04-2021-06-07,46.64-59.19,Buy,0 days,0.0%,Rise by 0%,-1.75%,
2021-08-18,56.38,2021-08-18,56.38,2021-05-07-2021-07-19,55.77-57.47,Sell,0 days,-0.0%,Fall by 0%,-1.75%,
2021-09-22,56.6,2021-09-22,56.6,2021-07-19-2021-09-07,55.33-58.56,Buy,0 days,0.0%,Rise by 0%,-1.75%,
2021-11-02,57.35,2021-11-02,57.35,2021-05-07-2021-10-06,55.03-57.47,Sell,0 days,-0.0%,Fall by 0%,-1.75%,
2021-11-30,54.68,2021-12-02,55.1,2021-07-19-2021-09-07,55.33-58.56,Sell,2 days,-0.77%,Fall by 2.11%,-2.52%,
2021-12-02,55.1,2021-12-02,55.1,2021-10-06-2021-11-15,54.33-58.08,Buy,0 days,0.0%,Rise by 0%,-2.52%,
2022-01-21,54.38,2022-01-21,54.38,2021-08-11-2021-12-20,53.94-57.38,Sell,0 days,-0.0%,Fall by 0%,-2.52%,
2022-01-26,53.2,2022-02-01,54.61,2021-10-06-2021-11-15,54.33-58.08,Sell,4 days,-2.65%,Fall by 11.63%,-5.17%,
2022-02-17,54.26,2022-02-24,52.0,2022-01-13-2022-01-28,53.1-56.12,Sell,5 days,4.17%,Fall by 11.13%,-1.0%,
2022-04-05,52.46,2022-04-14,51.19,2022-01-13-2022-03-08,49.35-56.12,Sell,7 days,2.42%,Fall by 10.1%,1.42%,
2022-05-09,46.21,2022-05-09,46.21,2020-11-04-2021-06-07,46.64-59.19,Sell,0 days,-0.0%,Fall by 0%,1.42%,
2022-06-09,47.51,2022-06-09,47.51,2021-08-11-2022-05-12,46.43-57.38,Sell,0 days,-0.0%,Fall by 0%,1.42%,
2022-07-06,44.11,2022-07-07,44.88,2021-09-07-2022-05-12,46.43-58.42,Sell,1 days,-1.75%,Fall by 10.63%,-0.33%,
2022-08-08,46.2,2022-08-08,46.2,2022-03-29-2022-07-14,43.36-52.87,Sell,0 days,-0.0%,Fall by 0%,-0.33%,
2022-08-18,46.59,2022-08-26,45.04,2022-01-13-2022-07-14,43.36-56.12,Sell,6 days,3.33%,Fall by 10.95%,3.0%,
2022-09-09,44.61,2024-10-02,57.19,2022-07-14-2022-08-11,42.76-47.42,Buy,538 days,28.2%,Rise by -2.62%,31.2%,
2022-09-21,42.13,2022-09-23,40.71,2022-07-14-2022-08-11,42.76-47.42,Sell,2 days,3.37%,Fall by 2.51%,34.57%,
2022-11-22,45.6,2022-11-22,45.6,2021-09-07-2022-10-13,40.55-58.42,Sell,0 days,-0.0%,Fall by 0%,34.57%,
2023-02-28,47.32,2025-10-10,63.98,2022-07-14-2023-02-01,42.76-50.21,Buy,683 days,35.21%,Rise by 3.7%,69.78%,
2023-03-17,46.04,2025-08-27,62.8,2022-10-13-2023-02-01,38.81-50.21,Buy,638 days,36.4%,Rise by 5.68%,106.18%,
2023-04-21,49.66,2023-05-30,48.33,2023-02-01-2023-03-15,45.85-49.23,Sell,27 days,2.68%,Fall by 0.62%,108.86%,
2023-06-02,49.33,2023-08-03,49.45,2023-03-15-2023-05-08,45.25-50.12,Buy,44 days,0.24%,Rise by -0.67%,109.1%,
2023-07-11,49.01,2023-08-07,49.79,2023-05-08-2023-05-31,47.94-49.87,Sell,19 days,-1.59%,Fall by 8.01%,107.51%,
2023-08-10,49.61,2023-08-10,49.61,2023-05-31-2023-07-31,47.52-51.3,Buy,0 days,0.0%,Rise by 0%,107.51%,
2023-08-22,47.69,2024-03-18,52.82,2023-03-15-2023-07-31,45.25-51.3,Buy,149 days,10.76%,Rise by 4.34%,118.27%,
2023-09-11,48.53,2023-09-11,48.53,2023-05-08-2023-08-18,47.71-49.87,Sell,0 days,-0.0%,Fall by 0%,118.27%,
2023-09-27,46.8,2023-09-29,47.01,2023-05-31-2023-07-31,47.52-51.3,Sell,2 days,-0.45%,Fall by 4.32%,117.82%,
2023-09-29,47.01,2025-09-22,64.91,2022-10-13-2023-07-31,38.81-51.3,Buy,516 days,38.08%,Rise by 2.25%,155.9%,
2023-10-18,46.29,2023-10-18,46.29,2023-05-08-2023-10-04,45.9-49.87,Sell,0 days,-0.0%,Fall by 0%,155.9%,
2023-11-13,47.42,2023-11-13,47.42,2023-02-01-2023-10-27,45.45-49.23,Sell,0 days,-0.0%,Fall by 0%,155.9%,
2023-12-08,49.48,2024-05-14,54.48,2022-12-13-2023-10-27,45.45-46.63,Sell,112 days,-10.11%,Fall by 3.21%,145.79%,
2024-02-07,50.65,2024-02-15,51.14,2023-12-28-2024-01-17,48.99-50.98,Sell,6 days,-0.97%,Fall by -0.04%,144.82%,
2024-04-19,51.16,2024-05-06,53.72,2023-10-27-2023-12-28,44.89-51.27,Buy,11 days,5.0%,Rise by 2.12%,149.83%,
2024-06-13,53.06,2024-06-13,53.06,2022-07-14-2024-05-20,42.76-55.21,Buy,0 days,0.0%,Rise by 0%,149.83%,
2024-06-18,53.2,2024-06-18,53.2,2024-01-17-2024-05-20,48.68-55.21,Buy,0 days,0.0%,Rise by 0%,149.83%,
2024-07-29,53.37,2024-07-29,53.37,2023-10-27-2024-05-20,44.89-55.21,Buy,0 days,0.0%,Rise by 0%,149.83%,
2024-08-07,51.45,2024-09-13,55.0,2024-05-20-2024-06-14,52.73-55.04,Sell,27 days,-6.9%,Fall by 3.0%,142.93%,
2024-10-04,57.05,2024-10-11,56.71,2024-07-12-2024-08-05,51.27-55.25,Sell,5 days,0.6%,Fall by 5.92%,143.52%,
2024-10-25,55.18,2024-10-25,55.18,2024-08-05-2024-09-27,49.84-57.96,Buy,0 days,0.0%,Rise by 0%,143.52%,
2024-11-04,54.83,2025-07-29,61.24,2023-10-27-2024-09-27,44.89-57.96,Buy,191 days,11.69%,Rise by 3.98%,155.21%,
2024-11-19,53.73,2024-11-19,53.73,2022-10-13-2024-09-27,38.81-57.96,Buy,0 days,0.0%,Rise by 0%,155.21%,
