Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2020-05-01,51.79,2020-07-06,56.6,Sell,45 days,Fall by 0.930000%,-9.29
2020-10-19,59.62,2020-10-29,56.02,Sell,7 days,Fall by 6.570000%,6.04
2021-03-08,72.16,2021-04-09,75.58,Buy,23 days,Rise by 9.810000%,4.74
2021-10-11,95.29,2021-10-22,98.25,Buy,8 days,Rise by 8.770000%,3.11
2021-11-19,93.97,2021-12-03,88.24,Sell,9 days,Fall by 11.270000%,6.1
2021-12-20,91.64,2021-12-29,88.21,Sell,6 days,Fall by 10.280000%,3.74
2022-01-20,82.72,2022-01-27,79.78,Sell,4 days,Fall by 10.400000%,3.55
2022-03-10,76.65,2022-03-18,81.68,Buy,5 days,Rise by 9.970000%,6.56
2022-06-27,70.41,2022-07-11,71.57,Buy,9 days,Rise by 10.550000%,1.65
2022-07-01,70.87,2022-07-11,71.57,Buy,5 days,Rise by 9.830000%,0.99
2022-09-16,68.83,2022-09-27,62.42,Sell,6 days,Fall by 11.270000%,9.31
2022-10-31,78.07,2022-11-21,79.82,Buy,14 days,Rise by 7.740000%,2.24
2022-11-07,76.74,2022-11-17,79.2,Buy,7 days,Rise by 9.600000%,3.21
2022-11-16,79.89,2022-11-29,80.85,Buy,8 days,Rise by 5.280000%,1.2
2023-04-06,95.92,2023-05-11,97.44,Buy,24 days,Rise by 31.930000%,1.58
2023-05-18,102.34,2023-06-01,105.99,Buy,9 days,Rise by 23.660000%,3.57
2024-01-25,115.0,2024-02-12,115.84,Buy,11 days,Rise by 12.380000%,0.73
2024-03-12,127.54,2024-06-17,141.31,Buy,68 days,Rise by -10.200000%,10.8
2024-07-18,138.03,2024-08-07,125.9,Sell,13 days,Fall by 8.790000%,8.79
2024-09-05,142.61,2024-09-13,162.03,Buy,5 days,Rise by 25.020000%,13.62
2024-09-11,157.18,2024-09-17,167.47,Buy,3 days,Rise by 13.430000%,6.55
2024-11-01,170.02,2024-11-07,186.37,Sell,3 days,Fall by 2.710000%,-9.62
2025-02-21,167.81,2025-03-05,161.56,Sell,7 days,Fall by 11.330000%,3.72
2025-04-29,140.79,2025-05-06,147.7,Buy,4 days,Rise by 15.740000%,4.91
2025-06-13,215.22,2025-07-03,237.32,Buy,13 days,Rise by 10.270000%,10.27
2025-09-10,328.33,2025-09-10,328.33,Buy,0 days,Rise by -11.270000%,0.0
