Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2020-05-20,12.63,2020-05-29,12.95,Sell,6 days,Fall by -8.790000%,-2.52
2020-07-16,15.36,2020-07-30,15.7,Buy,9 days,Rise by 8.550000%,2.24
2020-12-30,20.16,2021-01-12,20.81,Buy,8 days,Rise by 15.810000%,3.22
2021-08-23,20.26,2021-08-27,20.65,Buy,3 days,Rise by 16.080000%,1.9
2021-08-24,20.82,2021-09-08,21.57,Buy,10 days,Rise by 12.970000%,3.58
2021-09-03,21.65,2021-09-14,22.26,Buy,6 days,Rise by 8.650000%,2.8
2022-01-19,22.01,2022-01-31,22.33,Sell,7 days,Fall by 10.510000%,-1.47
2022-03-16,20.55,2022-03-23,20.83,Buy,4 days,Rise by -11.600000%,1.36
2022-05-09,16.17,2022-05-12,16.78,Sell,2 days,Fall by -1.010000%,-3.79
2022-05-31,18.81,2022-12-07,15.81,Buy,135 days,Rise by -11.770000%,-15.98
2022-07-15,16.43,2022-07-22,17.39,Buy,4 days,Rise by 6.100000%,5.86
2022-07-28,17.51,2022-12-07,15.81,Buy,93 days,Rise by -0.460000%,-9.73
2022-09-26,13.34,2022-10-04,13.65,Sell,5 days,Fall by 5.290000%,-2.31
2022-11-11,16.62,2023-01-17,17.35,Buy,46 days,Rise by 1.020000%,4.42
2023-01-10,16.42,2023-01-17,17.35,Buy,4 days,Rise by 14.280000%,5.7
2023-01-12,17.21,2023-01-20,17.86,Buy,5 days,Rise by 8.980000%,3.74
2023-04-27,19.02,2023-06-06,20.01,Buy,27 days,Rise by 4.000000%,5.22
2023-05-31,18.74,2023-06-02,19.6,Sell,1 days,Fall by 4.330000%,-4.6
2023-09-22,16.48,2023-10-10,16.92,Sell,11 days,Fall by 2.840000%,-2.71
2023-12-14,18.48,2024-01-02,18.66,Buy,12 days,Rise by 7.930000%,0.95
2024-02-14,18.35,2024-02-22,17.66,Sell,5 days,Fall by 10.300000%,3.74
2024-03-25,17.19,2024-04-10,16.83,Sell,11 days,Fall by 5.420000%,2.13
2024-03-28,17.15,2024-04-10,16.83,Sell,8 days,Fall by 5.180000%,1.88
2024-06-04,17.21,2024-07-10,18.55,Buy,25 days,Rise by 11.740000%,7.79
2024-08-06,16.61,2024-08-12,16.94,Buy,3 days,Rise by 17.470000%,2.01
2024-08-13,17.81,2024-08-21,18.56,Buy,5 days,Rise by 9.540000%,4.19
2024-09-18,18.1,2024-09-23,18.84,Sell,2 days,Fall by 3.140000%,-4.11
2024-10-07,19.13,2024-11-29,20.05,Buy,38 days,Rise by 4.070000%,4.8
2024-10-14,19.09,2024-11-29,20.05,Buy,33 days,Rise by 4.300000%,5.03
2024-12-23,21.16,2025-01-31,22.01,Buy,28 days,Rise by 20.320000%,4.02
2025-04-04,21.82,2025-04-09,22.97,Sell,2 days,Fall by -12.050000%,-5.27
2025-07-11,24.43,2025-07-23,25.26,Sell,7 days,Fall by -10.320000%,-3.4
2025-09-26,29.78,2025-09-26,29.78,Buy,0 days,Rise by -6.350000%,0.0
