Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,2009-09-30,56.4700,2010-03-31,64.4100,130 days,14.06%,14.0606%,Rise by 31.61%,14.0606%
Buy,2025-11-03,96.42,2025-11-03,96.42,0 days,0.00%,0.00%,Rise by 0%,14.06%
