Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return,Signal Open Price
2021-12-01,33.72,2021-12-06,34.86,Sell,2 days,Fall by -17.110000%,-3.38,
2021-12-13,36.39,2021-12-22,37.06,Buy,6 days,Rise by 19.730000%,1.84,
2022-01-10,39.69,2022-01-18,43.27,Buy,5 days,Rise by 18.870000%,9.02,
2022-01-14,42.45,2022-02-03,43.74,Buy,13 days,Rise by 11.140000%,3.04,
2022-04-22,42.95,2022-04-28,41.84,Sell,3 days,Fall by 5.190000%,2.58,
2022-06-14,42.02,2022-06-21,43.26,Sell,4 days,Fall by 5.240000%,-2.95,
2022-07-06,41.46,2022-07-12,40.5,Sell,3 days,Fall by 5.740000%,2.32,
2023-06-12,32.25,2023-06-26,33.34,Sell,9 days,Fall by 1.830000%,-3.38,
2023-07-17,32.88,2023-07-20,34.22,Sell,2 days,Fall by 3.710000%,-4.08,
2023-09-11,33.16,2023-09-15,33.43,Buy,3 days,Rise by -10.190000%,0.81,
2023-10-03,30.19,2023-10-10,31.03,Sell,4 days,Fall by 4.040000%,-2.78,
2024-01-03,29.89,2024-01-09,30.31,Buy,3 days,Rise by 5.250000%,1.41,
2024-02-09,30.75,2024-05-16,31.55,Buy,68 days,Rise by 1.110000%,2.6,
2024-03-04,29.36,2024-03-12,30.5,Sell,5 days,Fall by 3.340000%,-3.88,
2024-03-19,31.09,2024-05-20,31.35,Buy,43 days,Rise by 1.610000%,0.84,
2024-04-11,29.1,2024-04-18,28.82,Sell,4 days,Fall by -3.160000%,0.96,
2024-04-15,28.51,2024-04-22,29.41,Sell,4 days,Fall by -5.300000%,-3.16,
2024-04-25,29.4,2024-05-08,30.16,Sell,8 days,Fall by -2.110000%,-2.59,
2024-07-18,33.04,2024-07-24,33.38,Buy,3 days,Rise by 10.320000%,1.03,
2024-07-26,35.16,2024-08-13,36.16,Buy,11 days,Rise by 11.950000%,2.84,
2025-01-13,35.35,2025-01-21,36.73,Sell,5 days,Fall by -7.070000%,-3.9,
2025-01-27,39.61,2025-02-07,41.76,Buy,8 days,Rise by 7.900000%,5.43,
2025-06-06,47.79,2025-06-17,48.78,Buy,6 days,Rise by 24.020000%,2.07,
