Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return,Signal Open Price
2005-12-31,22.52,2013-12-31,53.71,Buy,2085 days,Rise by 145.230000%,138.5,
2021-12-31,37.41,2025-11-03,51.19,Sell,1000 days,Fall by -36.840000%,-36.84,
