Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Maxima Broken Date/Price,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,2002-03-31,0.83,2004-06-30,1.47,587 days,2001-12-31/0.8191,77.97%,77.97%,Rise by 77.97%,77.97%
Buy,2004-12-31,1.57,2006-12-31,2.55,520 days,2004-06-30/1.4745,62.68%,62.68%,Rise by 27.76%,140.65%
Buy,2007-03-31,2.63,2008-06-30,1.81,325 days,2006-12-31/2.551,-31.27%,-31.27%,Rise by -20.0%,109.39%
Buy,2010-12-31,1.92,2015-03-31,3.14,1107 days,2010-09-30/1.7587,63.92%,63.92%,Rise by 24.23%,173.31%
Buy,2015-12-31,3.24,2020-12-31,7.3,1305 days,2015-03-31/3.142,125.59%,125.59%,Rise by -16.03%,298.90%
Buy,2021-06-30,7.7,2024-12-31,12.6,914 days,2020-12-31/7.3,63.64%,63.64%,Rise by 32.6%,362.54%
