Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Maxima Broken Date/Price,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,2005-12-31,1.76,2014-12-31,2.96,2347 days,2004-12-31/1.5681,68.87%,68.87%,Rise by 68.87%,68.87%
Buy,2015-12-31,3.24,2020-12-31,7.3,1305 days,2014-12-31/2.9641,125.59%,125.59%,Rise by 289.38%,194.46%
Buy,2021-12-31,8.0,2021-12-31,8.0,0 days,2020-12-31/7.3,0.00%,0.00%,Rise by 0%,194.46%
