Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit
Sell,2023-01-18 - 2023-01-23,3 days,2023-02-06,303.59,2023-02-27,293.94,15 days,3.2%,Fall by 4.95%,38.8%
Buy,2023-02-23 - 2023-03-01,4 days,2023-03-03,299.68,2023-03-30,315.68,19 days,5.3%,Rise by 7.09%,44.2%
Sell,2023-04-03 - 2023-04-04,1 days,2023-04-10,317.87,2023-04-11,315.83,1 days,0.6%,Fall by -12.67%,44.8%
Sell,2023-06-14 - 2023-06-16,2 days,2023-06-26,357.68,2023-06-30,369.42,4 days,-3.3%,Fall by -0.13%,41.5%
Sell,2023-08-31 - 2023-09-01,1 days,2023-09-07,372.06,2023-09-28,358.01,15 days,3.8%,Fall by 4.8%,45.3%
Buy,2023-09-22 - 2023-09-27,3 days,2023-10-04,359.75,2023-11-10,378.39,27 days,5.2%,Rise by 8.61%,50.5%
Sell,2023-11-14 - 2023-11-20,4 days,2023-12-01,389.94,2023-12-05,387.29,2 days,0.7%,Fall by -1.63%,51.2%
Sell,2023-12-13 - 2023-12-20,5 days,2024-01-02,402.59,2024-01-18,412.99,12 days,-2.6%,Fall by -5.72%,48.6%
Sell,2024-01-22 - 2024-01-24,2 days,2024-01-31,416.97,2024-02-02,429.01,2 days,-2.9%,Fall by -2.07%,45.7%
Sell,2024-02-09 - 2024-02-12,1 days,2024-02-21,425.61,2024-02-22,438.07,1 days,-2.9%,Fall by -1.95%,42.8%
Sell,2024-02-12 - 2024-02-23,9 days,2024-02-28,435.27,2024-03-22,446.38,17 days,-2.6%,Fall by 0.31%,40.2%
Sell,2024-03-04 - 2024-03-08,4 days,2024-03-14,439.14,2024-03-18,437.48,2 days,0.4%,Fall by 5.58%,40.6%
Buy,2024-03-18 - 2024-04-04,13 days,2024-04-11,445.37,2024-11-06,505.58,149 days,13.5%,Rise by 12.93%,54.1%
Sell,2024-05-22 - 2024-05-23,1 days,2024-05-30,451.55,2024-06-05,463.53,4 days,-2.7%,Fall by 3.72%,51.5%
Sell,2024-07-05 - 2024-07-10,3 days,2024-07-17,481.77,2024-07-23,480.62,4 days,0.2%,Fall by 9.76%,51.7%
Buy,2024-07-26 - 2024-07-30,2 days,2024-08-06,439.53,2024-08-13,462.58,5 days,5.2%,Rise by 13.19%,56.9%
Sell,2024-08-19 - 2024-08-22,3 days,2024-08-27,476.76,2024-08-29,470.66,2 days,1.3%,Fall by -1.49%,58.2%
Sell,2024-10-11 - 2024-10-14,1 days,2024-10-24,492.32,2024-11-01,487.43,6 days,1.0%,Fall by -2.59%,59.2%
Sell,2024-11-08 - 2024-11-11,1 days,2024-11-15,496.57,2024-11-26,509.31,7 days,-2.6%,Fall by -1.71%,56.7%
Sell,2024-12-04 - 2024-12-06,2 days,2024-12-18,516.47,2024-12-24,529.96,4 days,-2.6%,Fall by 2.21%,54.0%
Buy,2025-01-02 - 2025-01-13,7 days,2025-01-15,516.7,2025-04-03,450.66,56 days,-12.8%,Rise by 4.42%,41.3%
Sell,2025-02-18 - 2025-02-19,1 days,2025-02-24,519.87,2025-02-26,514.56,2 days,1.0%,Fall by 9.91%,42.3%
Buy,2025-02-27 - 2025-03-03,2 days,2025-03-05,502.01,2025-04-03,450.66,21 days,-10.2%,Rise by -1.7%,32.1%
Buy,2025-03-13 - 2025-03-31,12 days,2025-04-02,476.15,2025-04-04,422.67,2 days,-11.2%,Rise by 21.88%,20.8%
Sell,2025-06-10 - 2025-06-11,1 days,2025-06-18,528.99,2025-06-26,546.22,6 days,-3.3%,Fall by -4.71%,17.6%
Sell,2025-06-30 - 2025-07-03,3 days,2025-07-11,554.2,2025-07-28,568.14,11 days,-2.5%,Fall by 0.06%,15.1%
Sell,2025-08-12 - 2025-08-13,1 days,2025-08-18,577.11,2025-08-21,563.28,3 days,2.4%,Fall by -2.15%,17.4%
Sell,2025-09-15 - 2025-09-22,5 days,2025-09-25,593.53,2025-10-08,611.44,9 days,-3.0%,Fall by -5.99%,14.4%
