Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Maxima Broken Date/Price,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,2016-06-30,3.01,2019-09-30,5.01,847 days,2015-03-31/2.9808,66.45%,66.45%,Rise by 12.62%,66.45%,
Buy,2019-12-31,5.05,2019-12-31,5.05,0 days,2019-09-30/5.01,0.00%,0.00%,Rise by 0%,66.45%,
