Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return
2021-03-30,38.46,2021-04-06,38.73,2020-12-10-2021-02-26,35.56-38.97,Sell,5 days,-0.7%,Fall by 3.56%,-0.7%
2021-05-03,37.85,2022-01-21,42.54,2021-02-26-2021-04-19,34.98-41.14,Buy,189 days,12.39%,Rise by 10.91%,11.69%
2021-06-22,39.06,2021-07-12,38.71,2021-05-14-2021-06-01,38.95-39.82,Sell,14 days,0.9%,Fall by 5.58%,12.59%
2021-09-10,36.95,2021-09-14,36.85,2021-06-15-2021-08-19,36.84-40.13,Sell,2 days,0.27%,Fall by 5.97%,12.86%
2021-10-01,34.85,2021-10-05,35.09,2021-02-26-2021-04-19,34.98-41.14,Sell,2 days,-0.69%,Fall by 2.25%,12.17%
2021-10-27,35.81,2021-10-27,35.81,2021-06-15-2021-10-06,34.93-40.13,Sell,0 days,-0.0%,Fall by 0%,12.17%
2021-11-22,34.62,2021-11-23,34.89,2021-09-02-2021-11-04,34.48-37.52,Sell,1 days,-0.78%,Fall by -18.74%,11.39%
2021-12-29,37.31,2021-12-29,37.31,2021-06-15-2021-11-30,34.15-40.13,Sell,0 days,-0.0%,Fall by 0%,11.39%
2022-02-28,44.24,2025-06-25,47.76,2021-11-30-2022-02-17,33.62-47.24,Buy,867 days,7.96%,Rise by 24.1%,19.34%
2022-03-10,41.05,2022-03-10,41.05,2021-02-26-2022-02-17,34.98-47.24,Buy,0 days,0.0%,Rise by 0%,19.34%
2022-04-01,42.78,2022-04-04,42.65,2022-02-17-2022-03-14,39.92-46.5,Sell,1 days,0.3%,Fall by 4.53%,19.65%
2022-06-02,44.66,2022-06-06,44.22,2022-04-21-2022-05-10,41.31-43.46,Sell,2 days,0.99%,Fall by 9.95%,20.63%
2022-06-06,44.22,2025-05-30,45.2,2022-03-14-2022-05-25,39.2-45.28,Buy,779 days,2.22%,Rise by 9.16%,22.85%
2022-07-06,41.46,2022-07-11,40.17,2022-05-25-2022-06-14,42.36-44.76,Sell,3 days,3.11%,Fall by 2.71%,25.96%
2022-08-03,39.59,2022-08-08,39.6,2022-04-21-2022-07-14,39.95-43.46,Sell,3 days,-0.03%,Fall by 10.35%,25.94%
2022-08-04,39.08,2022-08-08,39.6,2022-03-14-2022-05-25,39.2-45.28,Sell,2 days,-1.33%,Fall by 10.35%,24.6%
2022-08-24,40.79,2022-08-24,40.79,2022-05-25-2022-08-04,39.27-44.76,Sell,0 days,-0.0%,Fall by 0%,24.6%
2022-10-17,37.21,2022-11-30,41.27,2020-11-04-2022-02-17,33.1-47.24,Sell,32 days,-10.91%,Fall by 10.95%,13.69%
2022-11-08,38.98,2022-11-08,38.98,2022-02-17-2022-09-29,36.11-46.5,Sell,0 days,-0.0%,Fall by 0%,13.69%
2022-12-20,40.8,2025-08-27,56.77,2022-09-29-2022-12-05,35.47-42.36,Buy,701 days,39.14%,Rise by 0.95%,52.84%
2023-01-26,37.76,2023-01-31,38.49,2021-11-30-2022-02-17,33.62-47.24,Sell,3 days,-1.93%,Fall by 10.11%,50.9%
2023-03-06,38.11,2023-03-09,37.67,2022-12-05-2023-02-09,37.04-41.81,Sell,3 days,1.15%,Fall by 8.15%,52.06%
2023-03-23,34.6,2023-03-27,35.4,2022-09-29-2022-12-05,35.47-42.36,Sell,2 days,-2.31%,Fall by 10.42%,49.74%
2023-04-11,35.53,2023-04-11,35.53,2022-05-25-2023-03-23,35.67-44.76,Sell,0 days,-0.0%,Fall by 0%,49.74%
2023-05-18,32.93,2023-05-22,33.15,2020-11-04-2021-04-19,33.1-41.14,Sell,2 days,-0.67%,Fall by 4.49%,49.08%
2023-06-30,33.2,2023-06-30,33.2,2021-02-16-2023-05-31,31.96-38.35,Sell,0 days,-0.0%,Fall by 0%,49.08%
2023-08-10,32.8,2023-08-10,32.8,2023-05-31-2023-07-20,31.64-34.28,Buy,0 days,0.0%,Rise by 0%,49.08%
2023-09-08,32.55,2023-09-08,32.55,2021-06-15-2023-08-16,31.85-40.13,Sell,0 days,-0.0%,Fall by 0%,49.08%
2023-09-27,31.85,2023-09-27,31.85,2022-12-05-2023-08-16,31.85-41.81,Sell,0 days,-0.0%,Fall by 0%,49.08%
2023-10-02,30.69,2023-10-06,30.5,2023-08-16-2023-09-20,31.62-34.08,Sell,4 days,0.62%,Fall by 5.02%,49.7%
2023-11-10,30.5,2023-11-10,30.5,2021-02-16-2023-10-27,29.56-38.35,Sell,0 days,-0.0%,Fall by 0%,49.7%
2023-12-05,31.54,2023-12-05,31.54,2022-04-21-2023-10-27,29.56-43.46,Sell,0 days,-0.0%,Fall by 0%,49.7%
2023-12-21,29.08,2023-12-21,29.08,2023-07-20-2023-12-06,29.16-33.95,Sell,0 days,-0.0%,Fall by 0%,49.7%
2024-01-16,29.74,2024-01-16,29.74,2021-02-16-2023-12-06,29.16-38.35,Sell,0 days,-0.0%,Fall by 0%,49.7%
2024-02-15,30.56,2024-02-15,30.56,2021-04-19-2023-12-06,29.16-39.36,Sell,0 days,-0.0%,Fall by 0%,49.7%
2024-02-16,30.5,2024-06-28,30.93,2023-12-06-2024-02-08,28.35-31.63,Buy,95 days,1.41%,Rise by 17.85%,51.11%
2024-02-23,30.5,2024-08-07,35.45,2023-10-27-2023-11-28,28.92-32.51,Buy,118 days,16.23%,Rise by 11.03%,67.34%
2024-03-26,29.88,2024-03-26,29.88,2020-12-10-2023-12-06,29.16-38.97,Sell,0 days,-0.0%,Fall by 0%,67.34%
2024-04-12,28.62,2024-04-18,28.82,2023-10-27-2023-11-28,28.92-32.51,Sell,4 days,-0.7%,Fall by -4.16%,66.64%
2024-05-03,29.81,2024-05-03,29.81,2021-09-02-2024-04-16,28.47-37.52,Sell,0 days,-0.0%,Fall by 0%,66.64%
2024-05-23,30.73,2024-05-23,30.73,2022-12-05-2024-04-16,28.47-41.81,Sell,0 days,-0.0%,Fall by 0%,66.64%
2024-06-13,30.6,2024-07-25,34.73,2021-06-15-2024-04-16,28.47-40.13,Sell,30 days,-13.5%,Fall by -1.09%,53.14%
2024-07-01,31.08,2024-07-01,31.08,2022-05-25-2024-04-16,28.47-44.76,Sell,0 days,-0.0%,Fall by 0%,53.14%
2024-08-07,35.45,2024-08-22,36.25,2023-08-16-2023-09-20,31.62-34.08,Buy,11 days,2.26%,Rise by 8.58%,55.4%
2024-08-09,35.96,2024-08-09,35.96,2022-02-17-2023-12-06,29.16-46.5,Sell,0 days,-0.0%,Fall by 0%,55.4%
2024-09-23,37.9,2024-09-23,37.9,2024-02-08-2024-04-16,28.47-30.97,Sell,0 days,-0.0%,Fall by 0%,55.4%
2024-09-24,38.1,2025-02-18,38.14,2024-04-16-2024-09-16,28.25-39.54,Buy,105 days,0.1%,Rise by 9.7%,55.5%
2024-11-13,35.42,2024-12-05,37.78,2024-09-16-2024-10-22,34.89-39.31,Sell,16 days,-6.66%,Fall by 6.43%,48.84%
2024-12-24,36.26,2025-02-18,38.14,2024-10-22-2024-12-11,34.17-38.22,Buy,40 days,5.18%,Rise by 9.7%,54.02%
2025-02-25,38.56,2025-02-25,38.56,2024-04-16-2025-02-12,28.25-42.74,Buy,0 days,0.0%,Rise by 0%,54.02%
2025-03-28,40.51,2025-03-28,40.51,2025-01-13-2025-02-12,34.82-42.74,Buy,0 days,0.0%,Rise by 0%,54.02%
2025-04-10,40.55,2025-05-15,41.37,2024-12-11-2025-01-13,35.87-37.71,Sell,25 days,-2.02%,Fall by -12.86%,52.0%
2025-06-24,48.5,2025-06-27,46.96,2025-03-17-2025-04-07,39.78-41.36,Sell,3 days,3.18%,Fall by -17.29%,55.18%
