Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Maxima Broken Date/Price,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,2021-12-03,0.79,2023-05-10,0.63,373 days,2021-09-17/0.7778,-20.42%,-20.42%,Rise by 2.81%,-20.42%,
Buy,2023-10-16,0.72,2024-07-23,1.15,201 days,2023-07-31/0.7,60.46%,60.46%,Rise by -10.09%,40.04%,
Buy,2025-09-12,1.75,2025-09-12,1.75,0 days,2025-07-31/1.74,0.00%,0.00%,Rise by 0%,40.04%,
