Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Maxima Broken Date/Price,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,2007-12-31,2.46,2008-12-31,1.63,262 days,2004-12-31/2.3535,-33.90%,-33.90%,Rise by -30.93%,-33.90%,
Buy,2021-12-31,0.81,2024-12-31,1.5,782 days,2019-12-31/0.8056,84.93%,84.93%,Rise by 128.09%,51.03%,
Buy,2025-11-03,1.85,2025-11-03,1.85,0 days,2024-12-31/1.5,0.00%,0.00%,Rise by 0%,51.03%,
