Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit
Sell,2019-12-19 - 2019-12-27,6 days,2020-01-13,126.74,2020-01-14,126.7,1 days,0.0%,Fall by 15.24%,0.0%
Sell,2020-01-21 - 2020-01-22,1 days,2020-02-07,128.31,2020-02-12,132.12,3 days,-3.0%,Fall by 10.65%,-2.9%
Sell,2020-02-12 - 2020-02-13,1 days,2020-02-21,130.3,2020-03-02,119.81,6 days,8.1%,Fall by 12.99%,5.1%
Buy,2020-02-27 - 2020-03-09,7 days,2020-03-13,102.3,2020-03-16,89.34,1 days,-12.7%,Rise by 14.69%,-7.6%
Buy,2020-03-16 - 2020-03-18,2 days,2020-03-20,87.81,2020-03-24,95.74,2 days,9.0%,Rise by 33.62%,1.5%
Sell,2020-04-27 - 2020-04-29,2 days,2020-05-04,112.85,2020-05-08,117.26,4 days,-3.9%,Fall by -9.66%,-2.4%
Sell,2020-06-03 - 2020-06-08,3 days,2020-06-11,124.11,2020-06-16,129.19,3 days,-4.1%,Fall by -14.02%,-6.5%
Sell,2020-08-26 - 2020-08-27,1 days,2020-09-04,147.16,2020-09-08,145.23,2 days,1.3%,Fall by 2.85%,-5.2%
Sell,2020-10-09 - 2020-10-12,1 days,2020-10-15,154.25,2020-10-16,152.85,1 days,0.9%,Fall by -1.33%,-4.3%
Sell,2020-11-27 - 2020-12-01,2 days,2020-12-07,157.67,2020-12-09,157.19,2 days,0.3%,Fall by -2.75%,-4.0%
Sell,2021-01-22 - 2021-01-25,1 days,2021-01-28,165.88,2021-02-04,170.6,5 days,-2.8%,Fall by 6.06%,-6.8%
Buy,2021-01-29 - 2021-02-23,17 days,2021-03-01,164.93,2021-10-21,193.44,168 days,17.3%,Rise by 2.84%,10.4%
Sell,2021-03-16 - 2021-03-17,1 days,2021-03-24,163.26,2021-03-31,168.07,5 days,-2.9%,Fall by -2.08%,7.5%
Sell,2021-04-13 - 2021-04-14,1 days,2021-04-20,175.61,2021-05-14,170.74,18 days,2.8%,Fall by 5.1%,10.3%
Buy,2021-05-12 - 2021-05-19,5 days,2021-05-21,168.55,2021-06-25,177.93,25 days,5.6%,Rise by 9.01%,15.8%
Sell,2021-07-06 - 2021-07-07,1 days,2021-07-14,181.21,2021-07-20,179.22,4 days,1.1%,Fall by 2.91%,16.9%
Sell,2021-08-31 - 2021-09-02,2 days,2021-09-13,183.35,2021-09-14,182.74,1 days,0.3%,Fall by 2.17%,17.3%
Sell,2021-11-01 - 2021-11-05,4 days,2021-11-10,203.66,2021-11-11,203.11,1 days,0.3%,Fall by 5.8%,17.5%
Sell,2021-11-05 - 2021-11-22,11 days,2021-11-26,204.07,2021-12-06,201.93,6 days,1.0%,Fall by 5.99%,18.6%
Sell,2022-01-03 - 2022-01-04,1 days,2022-01-07,199.48,2022-01-25,179.5,12 days,10.0%,Fall by 10.45%,28.6%
Buy,2022-01-24 - 2022-01-28,4 days,2022-02-04,184.4,2022-03-07,163.19,21 days,-11.5%,Rise by -11.5%,17.1%
Buy,2022-02-23 - 2022-02-24,1 days,2022-03-15,169.43,2022-03-17,178.13,2 days,5.1%,Rise by -10.64%,22.2%
Sell,2022-03-22 - 2022-03-23,1 days,2022-03-31,185.0,2022-04-05,184.95,3 days,0.0%,Fall by 11.96%,22.3%
Buy,2022-04-12 - 2022-05-02,14 days,2022-05-13,152.32,2022-06-16,134.63,24 days,-11.6%,Rise by 3.47%,10.6%
Buy,2022-05-11 - 2022-05-20,7 days,2022-05-25,141.71,2022-05-27,153.76,2 days,8.5%,Rise by 22.06%,19.1%
Buy,2022-06-15 - 2022-06-22,5 days,2022-06-24,146.99,2022-07-21,155.65,19 days,5.9%,Rise by 17.67%,25.0%
Sell,2022-07-21 - 2022-07-22,1 days,2022-08-18,171.06,2022-08-24,164.04,4 days,4.1%,Fall by 9.29%,29.1%
Buy,2022-09-23 - 2022-10-03,6 days,2022-10-06,145.66,2022-12-20,129.87,53 days,-10.8%,Rise by 0.62%,18.3%
Buy,2022-10-11 - 2022-10-13,2 days,2022-10-24,142.99,2022-12-22,128.55,43 days,-10.1%,Rise by 2.22%,8.2%
Buy,2022-12-20 - 2022-12-28,6 days,2022-12-30,129.16,2023-01-11,138.17,8 days,7.0%,Rise by 20.9%,15.2%
Sell,2023-01-13 - 2023-01-18,3 days,2023-02-06,151.13,2023-02-08,150.19,2 days,0.6%,Fall by 8.56%,15.8%
Buy,2023-02-23 - 2023-03-02,5 days,2023-03-06,145.24,2023-05-18,152.83,53 days,5.2%,Rise by 2.96%,21.0%
Buy,2023-03-10 - 2023-03-13,1 days,2023-03-27,141.87,2023-03-31,149.54,4 days,5.4%,Rise by 24.74%,26.4%
Sell,2023-05-11 - 2023-05-12,1 days,2023-05-22,151.08,2023-06-02,157.0,9 days,-3.9%,Fall by -7.66%,22.5%
Sell,2023-06-14 - 2023-06-16,2 days,2023-06-23,165.45,2023-06-30,169.81,5 days,-2.6%,Fall by 1.69%,19.9%
