Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit
Sell,2023-07-17 - 2023-07-19,2 days,2023-07-24,172.1,2023-07-25,171.7,1 days,0.2%,Fall by 5.49%,20.1%
Buy,2023-08-17 - 2023-08-18,1 days,2023-08-28,165.32,2023-09-14,174.78,13 days,5.7%,Rise by 5.72%,25.8%
Sell,2023-09-13 - 2023-09-14,1 days,2023-09-19,168.77,2023-09-28,160.13,7 days,5.1%,Fall by 10.12%,31.0%
Buy,2023-09-27 - 2023-10-03,4 days,2023-10-09,160.78,2023-11-28,169.48,36 days,5.4%,Rise by 12.83%,36.4%
Sell,2023-12-13 - 2023-12-20,5 days,2023-12-26,180.24,2024-01-08,175.56,9 days,2.6%,Fall by 5.18%,39.0%
Sell,2024-02-09 - 2024-02-12,1 days,2024-02-20,177.33,2024-02-22,182.11,2 days,-2.7%,Fall by -0.41%,36.3%
Buy,2024-04-17 - 2024-04-19,2 days,2024-04-23,172.54,2024-06-17,181.46,39 days,5.2%,Rise by 12.84%,41.4%
Buy,2024-05-24 - 2024-05-30,4 days,2024-06-03,175.89,2024-07-02,186.58,21 days,6.1%,Rise by 10.69%,47.5%
Sell,2024-06-10 - 2024-06-13,3 days,2024-06-20,181.08,2024-07-02,186.58,8 days,-3.0%,Fall by 6.09%,44.5%
Sell,2024-07-05 - 2024-07-11,4 days,2024-07-18,189.5,2024-07-23,189.03,3 days,0.2%,Fall by 10.26%,44.7%
Buy,2024-07-26 - 2024-08-05,6 days,2024-08-08,173.76,2024-08-19,185.38,7 days,6.7%,Rise by 15.58%,51.4%
Sell,2024-08-23 - 2024-08-26,1 days,2024-09-09,185.06,2024-09-12,191.18,3 days,-3.3%,Fall by -5.42%,48.1%
Sell,2024-09-25 - 2024-09-26,1 days,2024-10-01,199.56,2024-10-04,198.17,3 days,0.7%,Fall by 2.76%,48.8%
Buy,2024-10-14 - 2024-10-23,7 days,2024-10-25,200.81,2024-11-08,215.12,10 days,7.1%,Rise by 19.23%,55.9%
Sell,2024-11-07 - 2024-11-11,2 days,2024-11-15,213.44,2024-11-25,220.33,6 days,-3.2%,Fall by -3.46%,52.7%
Sell,2024-12-17 - 2024-12-18,1 days,2024-12-27,229.74,2025-01-03,225.88,5 days,1.7%,Fall by 10.31%,54.4%
Buy,2025-01-02 - 2025-01-10,6 days,2025-01-14,221.64,2025-03-10,198.33,39 days,-10.5%,Rise by -10.52%,43.9%
Sell,2025-01-27 - 2025-01-31,4 days,2025-02-06,230.08,2025-02-10,226.35,2 days,1.6%,Fall by 10.44%,45.5%
Buy,2025-02-11 - 2025-02-12,1 days,2025-07-23,226.55,2025-09-12,238.63,37 days,5.3%,Rise by 6.9%,50.8%
Sell,2025-05-19 - 2025-05-20,1 days,2025-05-23,210.65,2025-05-27,216.87,2 days,-3.0%,Fall by -2.58%,47.9%
Sell,2025-07-14 - 2025-07-15,1 days,2025-07-30,223.2,2025-08-04,218.63,3 days,2.0%,Fall by -2.49%,49.9%
Sell,2025-08-14 - 2025-08-15,1 days,2025-08-21,226.23,2025-08-22,233.1,1 days,-3.0%,Fall by -1.11%,46.9%
Sell,2025-08-26 - 2025-08-27,1 days,2025-09-02,230.01,2025-09-08,236.02,4 days,-2.6%,Fall by 0.55%,44.3%
Sell,2025-09-16 - 2025-09-17,1 days,2025-09-22,240.18,2025-09-24,239.6,2 days,0.2%,Fall by 4.76%,44.5%
