Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit,Signal Open Price
Buy,2021-05-18 - 2021-05-19,1 days,2021-06-10,221.85,2021-06-14,239.1,2 days,7.8%,Rise by 14.9%,7.8%,
Buy,2021-06-11 - 2021-06-22,7 days,2021-06-24,229.93,2021-06-28,246.69,2 days,7.3%,Rise by 21.98%,15.1%,
Sell,2021-08-09 - 2021-08-11,2 days,2021-08-16,256.83,2021-08-23,256.0,5 days,0.3%,Fall by 10.51%,15.4%,
Buy,2021-09-14 - 2021-09-20,4 days,2021-09-22,241.85,2021-10-11,256.5,13 days,6.1%,Rise by 47.77%,21.4%,
Buy,2021-09-30 - 2021-10-04,2 days,2021-10-14,260.0,2021-10-15,280.61,1 days,7.9%,Rise by 37.46%,29.4%,
Sell,2021-11-04 - 2021-11-09,3 days,2021-11-19,332.55,2021-11-24,312.38,3 days,6.1%,Fall by 13.55%,35.4%,
Buy,2021-12-03 - 2021-12-06,1 days,2021-12-16,247.17,2021-12-23,268.15,5 days,8.5%,Rise by -10.18%,43.9%,
Buy,2021-12-20 - 2022-01-07,14 days,2022-01-11,237.23,2022-01-21,191.97,8 days,-19.1%,Rise by -25.14%,24.8%,
Buy,2022-01-21 - 2022-01-24,1 days,2022-01-31,190.15,2022-02-07,205.74,5 days,8.2%,Rise by -12.83%,33.0%,
Buy,2022-04-12 - 2022-04-14,2 days,2022-04-19,151.27,2022-04-22,131.52,3 days,-13.1%,Rise by -24.47%,20.0%,
Buy,2022-05-11 - 2022-05-12,1 days,2022-05-19,67.42,2022-05-27,75.32,6 days,11.7%,Rise by -12.92%,31.7%,
Sell,2022-07-21 - 2022-08-04,10 days,2022-08-18,83.47,2022-08-23,71.18,3 days,14.7%,Fall by 24.79%,46.4%,
Buy,2022-08-24 - 2022-08-30,4 days,2022-09-02,65.26,2022-09-08,73.08,4 days,12.0%,Rise by 14.16%,58.4%,
Sell,2022-10-11 - 2022-10-14,3 days,2022-10-28,72.07,2022-11-04,58.82,5 days,18.4%,Fall by 22.95%,76.8%,
Buy,2022-11-03 - 2022-11-09,4 days,2022-11-14,53.22,2022-11-18,45.26,4 days,-15.0%,Rise by -14.94%,61.8%,
Buy,2022-12-21 - 2022-12-28,5 days,2022-12-30,35.39,2023-01-04,37.7,3 days,6.5%,Rise by 130.18%,68.4%,
Sell,2023-01-12 - 2023-01-18,4 days,2023-01-25,52.76,2023-01-27,61.37,2 days,-16.3%,Fall by -1.29%,52.1%,
Sell,2023-02-02 - 2023-02-03,1 days,2023-02-10,57.09,2023-02-14,59.03,2 days,-3.4%,Fall by 6.39%,48.7%,
Sell,2023-03-03 - 2023-03-06,1 days,2023-03-10,53.44,2023-03-13,59.17,1 days,-10.7%,Fall by -13.74%,37.9%,
Sell,2023-03-21 - 2023-03-22,1 days,2023-03-27,62.54,2023-03-29,65.3,2 days,-4.4%,Fall by 12.46%,33.5%,
Sell,2023-03-31 - 2023-04-11,7 days,2023-04-17,67.72,2023-04-18,67.26,1 days,0.7%,Fall by 28.4%,34.2%,
Buy,2023-04-28 - 2023-05-04,4 days,2023-05-08,58.1,2023-05-10,62.64,2 days,7.8%,Rise by 11.1%,42.0%,
Sell,2023-05-11 - 2023-05-23,8 days,2023-06-05,58.71,2023-06-07,53.26,2 days,9.3%,Fall by -24.66%,51.3%,
Buy,2023-05-26 - 2023-06-06,7 days,2023-06-08,54.9,2023-06-23,61.47,11 days,12.0%,Rise by 100.64%,63.3%,
Sell,2023-07-11 - 2023-07-14,3 days,2023-07-24,98.85,2023-07-25,97.68,1 days,1.2%,Fall by 14.68%,64.4%,
Buy,2023-08-17 - 2023-08-21,2 days,2023-08-28,73.71,2023-08-29,84.7,1 days,14.9%,Rise by 8.02%,79.4%,
Sell,2023-08-31 - 2023-09-12,8 days,2023-09-20,76.67,2023-09-26,70.52,4 days,8.0%,Fall by 7.68%,87.4%,
Sell,2023-11-22 - 2023-11-29,5 days,2023-12-07,136.19,2023-12-08,146.62,1 days,-7.7%,Fall by 10.9%,79.7%,
Sell,2024-01-04 - 2024-01-08,2 days,2024-01-16,133.88,2024-01-17,133.86,1 days,0.0%,Fall by 12.38%,79.7%,
