Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2021-09-23,130.45,2021-09-29,130.08,Sell,3 days,Fall by 1.250000%,0.28
2022-07-22,120.41,2022-12-19,116.12,Buy,105 days,Rise by -5.080000%,-3.56
2022-10-27,114.29,2022-11-15,115.18,Buy,12 days,Rise by 1.080000%,0.78
2022-11-10,114.99,2022-12-06,116.06,Buy,17 days,Rise by 1.540000%,0.93
2023-05-17,117.69,2023-05-23,116.91,Sell,3 days,Fall by 1.840000%,0.66
2023-08-11,114.31,2023-08-21,113.67,Sell,5 days,Fall by 2.010000%,0.56
2023-10-03,112.01,2023-10-04,112.47,Sell,0 days,Fall by 0.360000%,-0.41
2024-02-05,115.93,2024-02-15,115.61,Sell,7 days,Fall by 0.830000%,0.28
2024-04-11,113.76,2024-05-02,113.95,Sell,14 days,Fall by -0.180000%,-0.17
2024-05-31,114.69,2024-06-17,115.56,Buy,10 days,Rise by 1.040000%,0.76
2024-08-02,119.0,2024-09-10,120.07,Buy,26 days,Rise by 1.030000%,0.9
2025-04-16,118.23,2025-04-30,119.39,Buy,9 days,Rise by -0.030000%,0.98
2025-08-04,119.08,2025-08-29,119.69,Buy,18 days,Rise by 0.840000%,0.51
