Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Maxima Broken Date/Price,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,2003-12-31,1.56,2005-03-31,2.65,326 days,2002-03-31/1.5,69.87%,69.87%,Rise by 200.64%,69.87%,
Buy,2005-06-30,2.9,2006-03-31,4.69,196 days,2005-03-31/2.65,61.72%,61.72%,Rise by 175.86%,131.60%,
Buy,2006-06-30,5.55,2009-03-31,4.15,717 days,2006-03-31/4.69,-25.23%,-25.23%,Rise by 15.32%,106.37%,
Buy,2010-09-30,7.04,2012-12-31,11.7,587 days,2008-09-30/6.4,66.19%,66.19%,Rise by 44.18%,172.56%,
Buy,2013-12-31,11.97,2016-12-31,20.71,783 days,2012-12-31/11.7,73.02%,73.02%,Rise by 32.83%,245.58%,
Buy,2017-03-31,22.59,2019-06-30,40.7,585 days,2016-12-31/20.71,80.17%,80.17%,Rise by 80.17%,325.75%,
Buy,2019-12-31,42.5,2020-12-31,69.5,262 days,2019-06-30/40.7,63.53%,63.53%,Rise by 97.06%,389.28%,
Buy,2021-06-30,76.95,2025-11-03,60.25,1133 days,2020-12-31/69.5,-21.70%,-21.70%,Rise by -12.41%,367.57%,
