Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Sigma,Actual Rise/Fall wrt Entry,Return,Cum-Return,Signal Open Price
2021-05-03,4.95,2021-10-14,5.55,Buy,118 Days,-5.73,Rise by 0.81%,12.12%,12.12%,
2021-05-14,4.5,2021-10-14,5.55,Buy,109 Days,-3.88,Rise by 10.89%,23.33%,35.45%,
2022-07-01,5.13,2022-11-10,5.33,Buy,94 Days,-5.04,Rise by 1.95%,3.9%,39.35%,
2023-08-01,7.22,2023-12-19,6.37,Buy,100 Days,-4.82,Rise by 2.49%,-11.77%,27.58%,
2023-10-02,6.44,2023-12-06,6.25,Buy,47 Days,-3.38,Rise by -3.57%,-2.95%,24.63%,
2024-08-01,6.24,2025-03-06,6.86,Buy,155 Days,-6.41,Rise by -1.92%,9.94%,34.57%,
2025-09-01,6.58,2025-09-01,6.58,Buy,0 Days,-9.67,Rise by 0%,0.0%,34.57%,
