Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2005-04-30,101.88,2005-12-31,106.95,Sell,174 days,Fall by -36.390000%,-4.98
2006-02-28,109.9,2006-11-30,122.28,Buy,196 days,Rise by 14.870000%,11.26
2006-04-30,113.88,2007-01-31,126.24,Buy,196 days,Rise by 10.850000%,10.85
2006-10-31,120.73,2007-07-31,132.17,Buy,194 days,Rise by 12.890000%,9.48
2006-11-30,122.28,2007-07-31,132.17,Buy,172 days,Rise by 11.460000%,8.09
2007-01-31,126.24,2007-12-31,132.55,Buy,237 days,Rise by 10.070000%,5.0
2007-05-31,136.29,2010-08-31,100.2,Buy,847 days,Rise by 1.950000%,-26.48
2007-09-30,138.91,2010-08-31,100.2,Buy,760 days,Rise by -11.450000%,-27.87
2008-02-29,123.01,2008-10-31,93.5,Sell,174 days,Fall by 11.910000%,23.99
2008-10-31,93.5,2009-03-31,75.84,Sell,106 days,Fall by 18.890000%,18.89
2008-11-30,88.3,2009-04-30,81.67,Sell,107 days,Fall by -10.680000%,7.51
2010-06-30,97.73,2010-09-30,107.91,Sell,65 days,Fall by -11.460000%,-10.42
2011-09-30,108.93,2011-11-30,120.19,Sell,42 days,Fall by -50.780000%,-10.34
2012-03-31,131.8,2013-04-30,148.02,Buy,280 days,Rise by 1.710000%,12.31
2012-12-31,130.58,2013-03-31,145.32,Sell,64 days,Fall by -34.650000%,-11.29
2013-03-31,145.32,2013-10-31,155.29,Buy,152 days,Rise by 13.870000%,6.86
2013-04-30,148.02,2014-02-28,163.02,Buy,217 days,Rise by 11.790000%,10.13
2014-11-30,178.1,2016-11-30,191.4,Buy,521 days,Rise by -0.490000%,7.47
2016-01-31,164.37,2016-07-31,184.13,Sell,129 days,Fall by -54.630000%,-12.02
2016-12-31,197.51,2017-05-31,210.0,Buy,106 days,Rise by 32.370000%,6.32
2017-11-30,242.84,2019-02-28,259.28,Buy,324 days,Rise by 8.880000%,6.77
2017-12-31,247.38,2019-02-28,259.28,Buy,302 days,Rise by 6.880000%,4.81
2020-03-31,219.23,2020-04-30,243.22,Sell,21 days,Fall by -54.310000%,-10.94
2021-04-30,338.94,2022-05-31,330.2,Buy,281 days,Rise by 7.190000%,-2.58
2021-08-31,353.92,2024-03-31,397.76,Buy,673 days,Rise by -13.030000%,12.39
2023-07-31,355.57,2024-03-31,397.76,Buy,174 days,Rise by 11.870000%,11.87
2023-10-31,330.48,2023-12-31,376.87,Sell,43 days,Fall by -22.950000%,-14.04
2024-01-31,381.37,2024-09-30,423.12,Buy,172 days,Rise by 18.020000%,10.95
