Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit
Sell,2020-01-08 - 2020-01-09,1 days,2020-01-16,34.2327,2020-01-17,34.0333,1 days,0.6%,Fall by 13.32%,0.6%
Sell,2020-02-03 - 2020-02-04,1 days,2020-02-07,49.8713,2020-02-10,51.4187,1 days,-3.1%,Fall by 10.7%,-2.5%
Buy,2020-02-10 - 2020-02-13,3 days,2020-02-18,57.2267,2020-02-19,61.1613,1 days,6.9%,Rise by -15.59%,4.4%
Sell,2020-04-13 - 2020-04-17,4 days,2020-04-22,48.8073,2020-04-23,47.042,1 days,3.6%,Fall by -87.73%,8.0%
Sell,2020-04-29 - 2020-04-30,1 days,2020-05-14,53.5553,2020-05-15,53.278,1 days,0.5%,Fall by -71.09%,8.5%
Sell,2020-07-06 - 2020-07-07,1 days,2020-07-15,103.0673,2020-07-16,100.0427,1 days,2.9%,Fall by 11.1%,11.4%
Sell,2020-07-21 - 2020-07-23,2 days,2020-07-30,99.166,2020-08-03,99.0,2 days,0.2%,Fall by -11.0%,11.6%
Sell,2020-08-31 - 2020-09-01,1 days,2020-09-04,139.44,2020-09-09,122.0933,3 days,12.4%,Fall by 7.24%,24.0%
Buy,2020-09-15 - 2020-09-21,4 days,2020-09-25,135.78,2020-09-30,143.0033,3 days,5.3%,Rise by 13.25%,29.4%
Buy,2020-10-22 - 2020-11-05,10 days,2020-11-11,139.0433,2020-11-18,162.2133,5 days,16.7%,Rise by 110.97%,46.0%
Sell,2020-12-08 - 2020-12-09,1 days,2020-12-22,213.4467,2020-12-24,220.59,2 days,-3.3%,Fall by -23.92%,42.7%
Sell,2021-01-08 - 2021-01-25,11 days,2021-01-28,278.4767,2021-02-02,290.93,3 days,-4.5%,Fall by 14.48%,38.2%
Buy,2021-02-22 - 2021-02-23,1 days,2021-03-08,187.6667,2021-03-09,224.5267,1 days,19.6%,Rise by 35.4%,57.8%
Buy,2021-05-12 - 2021-05-19,5 days,2021-05-21,193.6267,2021-05-26,206.3767,3 days,6.6%,Rise by 18.56%,64.4%
Sell,2021-06-24 - 2021-07-02,6 days,2021-07-08,217.6033,2021-07-12,228.5667,2 days,-5.0%,Fall by -1.98%,59.4%
Sell,2021-07-21 - 2021-07-26,3 days,2021-08-06,233.0333,2021-08-12,240.75,4 days,-3.3%,Fall by -4.44%,56.1%
Sell,2021-09-01 - 2021-09-08,5 days,2021-09-29,260.4367,2021-09-30,258.4933,1 days,0.7%,Fall by -29.7%,56.8%
Sell,2021-11-01 - 2021-11-04,3 days,2021-11-09,341.1667,2021-11-10,355.9833,1 days,-4.3%,Fall by 12.07%,52.5%
