Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,2022-06-21,76.4400,2022-08-18,79.4800,42 days,3.98%,3.9770%,Rise by -10.37%,3.9770%
Buy,2022-09-28,72.6000,2022-10-03,76.0900,3 days,4.81%,4.8072%,Rise by 29.59%,8.7841%
Buy,2022-12-12,84.8500,2022-12-27,87.9900,11 days,3.70%,3.7006%,Rise by 3.7%,12.4848%
Buy,2023-03-20,77.7000,2023-03-21,80.3900,1 days,3.46%,3.4620%,Rise by 12.27%,15.9468%
Buy,2023-05-05,80.2300,2023-06-07,82.1300,23 days,2.37%,2.3682%,Rise by 0.35%,18.3150%
Buy,2023-10-31,85.1900,2023-11-02,87.5600,2 days,2.78%,2.7820%,Rise by -0.2%,21.0970%
Buy,2023-11-10,83.4100,2023-12-19,85.1900,27 days,2.13%,2.1340%,Rise by 1.93%,23.2311%
Buy,2024-05-30,90.9400,2024-05-31,93.2000,1 days,2.49%,2.4852%,Rise by 2.69%,25.7162%
Buy,2024-08-07,87.3300,2024-08-09,89.4100,2 days,2.38%,2.3818%,Rise by 4.52%,28.0980%
Buy,2024-12-20,84.1400,2024-12-31,85.6600,7 days,1.81%,1.8065%,Rise by 11.67%,29.9045%
Buy,2025-04-09,82.3600,2025-05-12,84.5800,23 days,2.70%,2.6955%,Rise by 0.74%,32.6000%
